TIME (milliseconds), Temperature (temp units), Pressure (pressure units), X (x units), Y (y units), Z (z units) 
75041, 8788224, 6488064, 2054, 1987, 2002
75080, 8788736, 6488320, 2066, 1989, 2001
75120, 8788736, 6488064, 2073, 1985, 2004
75159, 8788736, 6488320, 2085, 1985, 2003
75199, 8789248, 6488832, 2074, 1981, 2002
75238, 8788736, 6488576, 2055, 1982, 2001
75278, 8788992, 6489344, 2039, 1986, 2000
75317, 8788992, 6488832, 2032, 1987, 2000
75357, 8788992, 6488064, 2054, 1986, 2006
75396, 8788992, 6488576, 2083, 1993, 2010
75436, 8788992, 6488320, 2086, 1995, 2008
75476, 8789248, 6487808, 2072, 1995, 2000
75515, 8789248, 6488320, 2057, 1996, 1996
75554, 8788992, 6488832, 2059, 2000, 1991
75594, 8788992, 6488832, 2065, 2002, 1996
75633, 8789248, 6488320, 2068, 2003, 1995
75672, 8788992, 6488064, 2065, 2003, 1996
75712, 8788992, 6488320, 2065, 2002, 1997
75751, 8788992, 6488320, 2061, 2000, 2001
75791, 8789248, 6488320, 2060, 2000, 2005
75830, 8789248, 6488576, 2060, 2000, 2006
75869, 8789248, 6487552, 2059, 2001, 2006
75908, 8789248, 6488576, 2061, 2001, 2007
75954, 8789760, 6489344, 2063, 2000, 2015
76001, 8789760, 6488576, 2062, 2001, 2015
76040, 8789760, 6488832, 2062, 1997, 2015
76079, 8789760, 6489088, 2059, 1996, 2021
76119, 8789504, 6488576, 2058, 1996, 2020
76158, 8790016, 6488576, 2058, 1994, 2019
76197, 8789760, 6489088, 2062, 1995, 2022
76237, 8790016, 6489344, 2061, 1993, 2016
76278, 8790016, 6489088, 2060, 1994, 2014
76318, 8790272, 6489344, 2062, 1995, 2016
76357, 8790784, 6489344, 2062, 1995, 2018
76396, 8790272, 6489600, 2064, 1995, 2019
76436, 8790272, 6489344, 2064, 1993, 2014
76476, 8790528, 6488832, 2061, 1990, 2013
76515, 8790528, 6488576, 2060, 1992, 2011
76555, 8790272, 6488832, 2058, 1990, 2014
76594, 8790272, 6489344, 2060, 1990, 2010
76634, 8790272, 6489600, 2061, 1993, 2008
76674, 8791040, 6489088, 2062, 1991, 2010
76713, 8790528, 6489344, 2062, 1994, 2006
76752, 8790784, 6489088, 2062, 1996, 2003
76792, 8791552, 6489344, 2063, 1996, 2000
76831, 8790784, 6489344, 2059, 1995, 2003
76871, 8791040, 6490624, 2062, 1997, 2003
76911, 8790528, 6489344, 2064, 1997, 2004
76951, 8791296, 6489088, 2062, 1996, 2005
76990, 8791040, 6489600, 2063, 1997, 2007
77030, 8791296, 6489088, 2063, 1996, 2008
77069, 8791040, 6489088, 2061, 1996, 2010
77109, 8791552, 6489856, 2060, 1991, 2012
77148, 8791296, 6489600, 2061, 1993, 2008
77188, 8791552, 6490112, 2064, 1995, 2007
77227, 8791552, 6489600, 2064, 1994, 2011
77267, 8791552, 6489600, 2064, 1994, 2009
77306, 8791552, 6489600, 2063, 1993, 2006
77346, 8791552, 6489856, 2062, 1995, 2008
77386, 8791808, 6490112, 2062, 1993, 2004
77425, 8791552, 6490368, 2063, 1993, 2004
77465, 8791552, 6489600, 2065, 1993, 2004
77504, 8791296, 6489856, 2064, 1993, 2006
77544, 8791296, 6489088, 2062, 1992, 2003
77584, 8791296, 6489344, 2062, 1991, 2007
77623, 8791296, 6489344, 2061, 1989, 2006
77662, 8791296, 6489856, 2062, 1990, 2004
77702, 8791552, 6490368, 2063, 1993, 2002
77741, 8791552, 6489344, 2066, 1990, 2000
77781, 8791552, 6489600, 2066, 1990, 2005
77820, 8792064, 6490368, 2064, 1988, 2005
77861, 8791808, 6489856, 2066, 1989, 2002
77900, 8792320, 6489600, 2063, 1987, 2005
77939, 8792064, 6489600, 2062, 1989, 2006
77979, 8792064, 6489856, 2063, 1988, 2003
78018, 8792320, 6489856, 2063, 1989, 2006
78058, 8792064, 6490624, 2064, 1989, 2003
78097, 8791552, 6490368, 2064, 1990, 2003
78137, 8792064, 6489856, 2061, 1990, 2003
78177, 8792320, 6490112, 2063, 1990, 2001
78216, 8792576, 6489600, 2064, 1988, 2004
78255, 8792064, 6490624, 2064, 1990, 2000
78296, 8792320, 6489856, 2063, 1989, 2002
78335, 8792064, 6490624, 2062, 1988, 2004
78375, 8791808, 6489856, 2063, 1988, 2007
78414, 8792320, 6489600, 2064, 1987, 2005
78454, 8792832, 6490112, 2064, 1988, 2001
78493, 8792832, 6490112, 2064, 1989, 2002
78533, 8792576, 6490880, 2062, 1988, 2001
78572, 8792832, 6490112, 2063, 1987, 2003
78612, 8792576, 6490368, 2064, 1991, 2005
78651, 8792832, 6490112, 2062, 1987, 2001
78691, 8792576, 6490368, 2063, 1987, 2003
78730, 8792576, 6490368, 2063, 1989, 2003
78770, 8792576, 6490368, 2065, 1989, 2005
78810, 8792832, 6490112, 2064, 1988, 2004
78849, 8792832, 6490368, 2063, 1988, 2007
78889, 8792832, 6490112, 2064, 1988, 2003
78928, 8792320, 6490112, 2066, 1987, 2003
78968, 8792832, 6490368, 2065, 1986, 2004
79007, 8792320, 6490368, 2063, 1983, 2008
79047, 8792832, 6490368, 2061, 1984, 2008
79086, 8792320, 6490880, 2057, 1987, 2001
79126, 8792576, 6490368, 2063, 1988, 2006
79165, 8792832, 6490368, 2066, 1987, 2003
79205, 8793344, 6490368, 2065, 1989, 2006
79245, 8792832, 6490112, 2064, 1990, 2005
79284, 8793600, 6491136, 2064, 1989, 2003
79323, 8793088, 6491136, 2063, 1988, 2005
79363, 8793088, 6490368, 2061, 1989, 2001
79402, 8793088, 6490880, 2060, 1986, 2005
79442, 8793344, 6491392, 2062, 1986, 2003
79481, 8793088, 6490880, 2062, 1985, 2003
79520, 8793344, 6491136, 2065, 1985, 2000
79559, 8793600, 6490368, 2066, 1987, 2001
79599, 8793600, 6490880, 2065, 1986, 2002
79638, 8793088, 6490112, 2066, 1987, 2005
79678, 8793600, 6490624, 2066, 1987, 2004
79718, 8793600, 6490624, 2062, 1987, 2002
79757, 8793856, 6491136, 2061, 1987, 2003
79796, 8793600, 6490880, 2060, 1987, 2003
79836, 8793600, 6490624, 2058, 1988, 2001
79875, 8793856, 6491136, 2058, 1985, 2003
79914, 8793856, 6490880, 2060, 1988, 2002
79954, 8793856, 6491392, 2060, 1987, 2004
79993, 8793600, 6490880, 2066, 1990, 2000
80032, 8793856, 6490880, 2065, 1992, 1998
80072, 8793600, 6491136, 2064, 1991, 1997
80111, 8793856, 6490368, 2066, 1991, 1993
80150, 8794368, 6490368, 2066, 1992, 1992
80191, 8793856, 6491904, 2066, 1990, 1995
80230, 8794368, 6491648, 2068, 1990, 1995
80270, 8794368, 6491648, 2067, 1988, 1994
80309, 8794112, 6490880, 2068, 1988, 1994
80349, 8794368, 6491392, 2065, 1986, 1995
80388, 8794624, 6491904, 2061, 1985, 2000
80428, 8794624, 6491392, 2062, 1986, 2000
80467, 8794368, 6491136, 2065, 1987, 2000
80507, 8794624, 6491648, 2067, 1987, 1999
80546, 8794368, 6491136, 2064, 1988, 2000
80586, 8794624, 6492160, 2064, 1988, 2000
80625, 8794624, 6491392, 2063, 1987, 2002
80665, 8794624, 6491904, 2064, 1988, 2000
80705, 8794368, 6491648, 2064, 1989, 2000
80744, 8794368, 6490880, 2064, 1990, 2003
80784, 8795136, 6491136, 2064, 1990, 2001
80823, 8794624, 6491648, 2062, 1991, 1998
80863, 8795136, 6491392, 2062, 1992, 1997
80902, 8794880, 6491392, 2063, 1989, 1998
80942, 8794624, 6491648, 2064, 1990, 2013
80981, 8794624, 6491392, 2064, 1995, 1995
81021, 8795136, 6491648, 2065, 1989, 1997
81062, 8794624, 6491392, 2068, 1991, 1996
81102, 8795392, 6492416, 2064, 1991, 1992
81142, 8795392, 6491136, 2064, 1991, 1996
81182, 8794624, 6491648, 2062, 1991, 1995
81221, 8794880, 6491904, 2063, 1991, 1995
81261, 8795136, 6491392, 2064, 1990, 1994
81300, 8795136, 6491904, 2066, 1989, 1998
81339, 8795136, 6491392, 2065, 1989, 2000
81379, 8795392, 6492416, 2067, 1991, 1996
81418, 8795392, 6491648, 2064, 1989, 2001
81457, 8795136, 6492160, 2062, 1989, 2001
81497, 8795392, 6491648, 2063, 1989, 2002
81536, 8795392, 6491648, 2065, 1989, 2001
81576, 8795648, 6492160, 2064, 1990, 2004
81616, 8795136, 6491904, 2064, 1989, 2004
81655, 8795904, 6491904, 2063, 1991, 2006
81695, 8795904, 6491648, 2064, 1993, 2006
81734, 8795648, 6492160, 2061, 1993, 2002
81774, 8795392, 6491648, 2064, 1993, 2002
81813, 8795648, 6491904, 2064, 1995, 2000
81852, 8795648, 6492160, 2067, 1994, 2001
81892, 8796416, 6491648, 2068, 1994, 1999
81931, 8795648, 6492160, 2068, 1993, 1997
81971, 8795648, 6491648, 2066, 1993, 1997
82010, 8795648, 6492160, 2065, 1994, 2000
82049, 8795904, 6491904, 2063, 1995, 2000
82090, 8796160, 6491904, 2059, 1992, 1998
82129, 8795648, 6492160, 2055, 1992, 1996
82168, 8795648, 6492160, 2059, 1992, 1995
82208, 8795904, 6492416, 2064, 1994, 2000
82247, 8795648, 6492160, 2067, 1995, 1997
82286, 8796160, 6492160, 2068, 1997, 1995
82326, 8795392, 6492416, 2064, 1995, 1996
82365, 8795904, 6492672, 2062, 1995, 1994
82405, 8796160, 6492416, 2063, 1998, 1995
82444, 8796160, 6492160, 2062, 1995, 1995
82484, 8796416, 6492160, 2063, 1995, 1996
82523, 8796416, 6492160, 2061, 1993, 1995
82563, 8796160, 6490880, 2061, 1994, 1993
82603, 8796416, 6492672, 2064, 1994, 1995
82642, 8795904, 6492672, 2066, 1994, 1989
82682, 8796416, 6492416, 2066, 1992, 1992
82721, 8796416, 6492160, 2065, 1991, 1990
82761, 8796160, 6492928, 2065, 1991, 1990
82800, 8796160, 6492160, 2063, 1989, 1989
82840, 8796672, 6492416, 2064, 1990, 1988
82879, 8796416, 6492672, 2064, 1989, 1990
82919, 8796672, 6492928, 2065, 1990, 1988
82958, 8796160, 6492160, 2066, 1989, 1987
82998, 8796160, 6492928, 2066, 1992, 1987
83038, 8796672, 6492672, 2066, 1992, 1987
83077, 8796160, 6492672, 2065, 1992, 1986
83116, 8796928, 6492672, 2063, 1993, 1985
83156, 8796928, 6492672, 2060, 1995, 1987
83195, 8796672, 6492416, 2063, 1994, 1991
83234, 8796928, 6492672, 2064, 1997, 1990
83274, 8797440, 6492160, 2063, 1997, 1992
83313, 8796928, 6492160, 2064, 1996, 1991
83352, 8796928, 6492672, 2064, 1996, 1990
83392, 8797184, 6492416, 2062, 1997, 1992
83431, 8796928, 6492416, 2065, 1997, 1991
83471, 8797440, 6493184, 2063, 1996, 1994
83510, 8796928, 6492672, 2062, 1993, 1993
83550, 8796672, 6493184, 2063, 1996, 1993
83589, 8797184, 6492928, 2063, 1996, 1990
83629, 8797440, 6492928, 2064, 1997, 1991
83668, 8796928, 6492928, 2063, 1995, 1987
83707, 8796928, 6492928, 2063, 1997, 1990
83746, 8797440, 6492672, 2064, 1995, 1990
83786, 8797440, 6493184, 2067, 1996, 1987
83825, 8797440, 6493184, 2065, 1997, 1988
83864, 8797696, 6493184, 2065, 1997, 1987
83904, 8797440, 6492928, 2064, 1998, 1987
83944, 8797440, 6492672, 2061, 1998, 1987
83983, 8797952, 6493440, 2061, 1999, 1987
84023, 8797952, 6492928, 2064, 2000, 1987
84062, 8797440, 6492672, 2065, 2000, 1990
84102, 8797952, 6492928, 2061, 1996, 1991
84141, 8797952, 6493440, 2059, 1996, 1993
84181, 8797952, 6492416, 2061, 1996, 1997
84220, 8797696, 6492928, 2062, 1994, 1991
84260, 8798208, 6493440, 2064, 1995, 1991
84299, 8797952, 6492416, 2064, 1995, 1990
84339, 8797440, 6493696, 2062, 1997, 1987
84378, 8797952, 6493440, 2066, 1999, 1986
84418, 8797952, 6492416, 2066, 1998, 1986
84458, 8798464, 6492672, 2066, 1997, 1987
84497, 8798208, 6492672, 2062, 1995, 1989
84537, 8797952, 6492928, 2062, 1993, 1988
84576, 8798464, 6493184, 2064, 1993, 1988
84616, 8798464, 6492672, 2070, 1993, 1988
84655, 8798720, 6493440, 2071, 1991, 1989
84695, 8798464, 6493696, 2066, 1991, 1989
84734, 8798208, 6492672, 2060, 1991, 1988
84774, 8798208, 6493184, 2055, 1992, 1991
84813, 8798976, 6493952, 2054, 1993, 1990
84853, 8798720, 6492928, 2060, 1997, 1989
84893, 8798464, 6493440, 2066, 1998, 1983
84932, 8798720, 6492928, 2074, 1998, 1987
84972, 8798720, 6493184, 2070, 1998, 1983
85011, 8798208, 6493440, 2064, 1995, 1986
85051, 8798976, 6493440, 2059, 1995, 1988
85090, 8798464, 6493440, 2062, 1995, 1986
85130, 8799232, 6492672, 2064, 1995, 1987
85169, 8798976, 6492928, 2064, 1996, 1987
85209, 8799232, 6493440, 2064, 1996, 1988
85248, 8799232, 6493440, 2065, 1940, 1987
85288, 8799232, 6493184, 2062, 1995, 1987
85327, 8799232, 6493696, 2059, 1998, 1987
85368, 8799232, 6493440, 2058, 1997, 1987
85407, 8799232, 6493696, 2060, 1998, 1986
85447, 8798976, 6493184, 2061, 1998, 1987
85486, 8799488, 6493184, 2064, 1998, 1984
85526, 8799232, 6494464, 2065, 1996, 1986
85565, 8799232, 6493952, 2066, 1994, 1989
85605, 8798976, 6493440, 2061, 1993, 1983
85644, 8799232, 6493696, 2064, 1995, 1980
85684, 8799232, 6493952, 2065, 1994, 1979
85723, 8799488, 6493952, 2063, 1993, 1982
85763, 8799488, 6492928, 2061, 1995, 1983
85804, 8799488, 6493440, 2062, 1996, 1980
85845, 8799488, 6493696, 2063, 1995, 1983
85884, 8799744, 6493952, 2063, 1996, 1986
85924, 8799488, 6493696, 2064, 1998, 1980
85963, 8799744, 6494208, 2063, 1998, 1981
86003, 8799488, 6493952, 2062, 1998, 1983
86042, 8799744, 6494208, 2062, 1996, 1986
86082, 8800000, 6493184, 2064, 1997, 1987
86121, 8800000, 6494208, 2068, 1999, 1988
86161, 8800000, 6493696, 2065, 1999, 1991
86200, 8800000, 6493696, 2065, 1996, 1990
86240, 8800000, 6494208, 2065, 1996, 1988
86279, 8799744, 6493184, 2064, 1995, 1992
86319, 8799488, 6494464, 2064, 1996, 1991
86359, 8799744, 6493952, 2066, 1994, 1990
86398, 8799488, 6493696, 2060, 1996, 1987
86438, 8800000, 6494208, 2061, 1999, 1987
86477, 8799488, 6492672, 2062, 1998, 1987
86517, 8799488, 6493696, 2062, 1999, 1987
86556, 8799488, 6493184, 2064, 1999, 1985
86596, 8799488, 6493952, 2069, 1998, 1986
86636, 8799488, 6494208, 2062, 1991, 1987
86675, 8799488, 6493696, 2062, 1993, 1992
86714, 8799488, 6493696, 2063, 1992, 1991
86754, 8800000, 6493440, 2061, 1988, 1991
86794, 8799232, 6493184, 2068, 1991, 1990
86833, 8799744, 6493696, 2068, 1990, 1988
86873, 8799744, 6493952, 2066, 1988, 1991
86912, 8800000, 6493696, 2064, 1988, 1990
86951, 8799744, 6493440, 2058, 1989, 1990
86991, 8799744, 6493184, 2060, 1985, 1990
87030, 8799744, 6494208, 2066, 1987, 1990
87069, 8800000, 6493952, 2065, 1988, 1991
87109, 8799744, 6493440, 2064, 1992, 1990
87148, 8800000, 6493696, 2066, 1997, 1990
87187, 8799744, 6493440, 2065, 1994, 1990
87227, 8799744, 6493440, 2060, 1996, 1990
87285, 8799488, 6494208, 2064, 1999, 1988
87324, 8799232, 6492928, 2065, 1995, 1990
87363, 8799488, 6493696, 2065, 1995, 1991
87402, 8799744, 6492928, 2064, 1994, 1990
87441, 8799232, 6493184, 2065, 1989, 1991
87480, 8799488, 6493696, 2062, 1986, 1994
87519, 8799488, 6493696, 2064, 1984, 1979
87558, 8800256, 6493696, 2067, 1984, 1994
87597, 8800000, 6493440, 2065, 1983, 1995
87636, 8800000, 6493440, 2064, 1983, 1992
87675, 8800256, 6493696, 2065, 1984, 1995
87714, 8800256, 6492928, 2064, 1984, 1996
87754, 8800256, 6493952, 2064, 1985, 1999
87793, 8800256, 6493952, 2064, 1985, 1992
87833, 8800512, 6493952, 2065, 1988, 1995
87872, 8800768, 6493952, 2065, 1989, 1995
87911, 8800512, 6493952, 2065, 1991, 1994
87950, 8800512, 6493696, 2063, 1989, 1993
87989, 8800768, 6493696, 2064, 1990, 1994
88028, 8801024, 6494464, 2067, 1991, 1990
88068, 8800768, 6493696, 2064, 1989, 1996
88107, 8801536, 6493952, 2062, 1987, 1995
88146, 8801024, 6493952, 2063, 1987, 1994
88185, 8801024, 6494208, 2067, 1987, 1994
88225, 8801024, 6494208, 2064, 1987, 1994
88265, 8801280, 6493952, 2062, 1987, 1995
88304, 8801280, 6494464, 2064, 1990, 1992
88343, 8801280, 6494464, 2065, 1986, 1992
88382, 8801280, 6494464, 2065, 1991, 1991
88421, 8801536, 6494976, 2064, 1990, 1994
88461, 8801536, 6493952, 2063, 1990, 1995
88500, 8801536, 6493696, 2065, 1989, 1995
88539, 8801792, 6494208, 2064, 1989, 1992
88578, 8802048, 6495232, 2064, 1990, 1994
88617, 8801536, 6494720, 2063, 1988, 1997
88657, 8801792, 6494976, 2062, 1987, 1992
88696, 8801536, 6494464, 2064, 1986, 1991
88736, 8801792, 6494208, 2066, 1988, 1990
88775, 8801536, 6494464, 2064, 1986, 1990
88814, 8801792, 6493696, 2062, 1987, 1990
88853, 8801792, 6494464, 2064, 1988, 1985
88892, 8801792, 6494720, 2064, 1988, 1986
88932, 8802304, 6494464, 2064, 1992, 1987
88971, 8802048, 6494464, 2064, 1988, 1983
89010, 8802560, 6494208, 2065, 1988, 1985
89049, 8802304, 6495232, 2064, 1992, 1989
89088, 8802304, 6494720, 2063, 1988, 1987
89128, 8802816, 6494976, 2063, 1987, 1988
89167, 8802560, 6494976, 2064, 1989, 1989
89207, 8802816, 6494720, 2064, 1989, 1992
89246, 8803072, 6494976, 2064, 1988, 1987
89285, 8802816, 6495232, 2063, 1989, 1988
89324, 8802816, 6494208, 2063, 1989, 1991
89363, 8803072, 6495488, 2065, 1989, 1992
89403, 8802560, 6494208, 2064, 1988, 1991
89442, 8803072, 6493952, 2063, 1989, 1990
89481, 8802560, 6494464, 2062, 1989, 1991
89520, 8802560, 6495232, 2062, 1990, 1989
89559, 8803072, 6494976, 2064, 1991, 1991
89599, 8803328, 6494208, 2066, 1988, 1985
89639, 8803072, 6494976, 2067, 1987, 1984
89678, 8803584, 6495232, 2064, 1987, 1987
89717, 8803072, 6495232, 2064, 1986, 1987
89756, 8803328, 6494976, 2062, 1987, 1986
89795, 8803072, 6494720, 2061, 1984, 1989
89835, 8802560, 6494720, 2059, 1984, 1988
89874, 8803072, 6494976, 2060, 1984, 1985
89913, 8803328, 6494720, 2063, 1985, 1983
89952, 8803072, 6494720, 2063, 1985, 1986
89991, 8803072, 6494976, 2064, 1985, 1987
90031, 8803072, 6495488, 2064, 1986, 1990
90071, 8803328, 6494976, 2063, 1984, 1990
90110, 8803072, 6494720, 2068, 1988, 1989
90149, 8803072, 6494720, 2069, 1988, 1991
90188, 8803328, 6494720, 2069, 1986, 1994
90228, 8803328, 6494976, 2064, 1990, 1999
90267, 8803072, 6495232, 2057, 1986, 2000
90306, 8803328, 6495232, 2058, 1988, 2001
90345, 8804096, 6494720, 2064, 1991, 1999
90384, 8803840, 6494720, 2065, 1991, 1999
90423, 8803328, 6494464, 2065, 1991, 1999
90463, 8803584, 6495488, 2063, 1992, 2000
90502, 8803584, 6495232, 2066, 1991, 1999
90542, 8803328, 6495488, 2071, 1992, 2001
90581, 8804096, 6495488, 2066, 1989, 1998
90620, 8803840, 6496000, 2064, 1990, 1999
90659, 8803584, 6495232, 2060, 1988, 2000
90698, 8803840, 6494720, 2060, 1990, 2003
90737, 8804096, 6496000, 2063, 1991, 1999
90776, 8803328, 6495744, 2062, 1992, 1998
90815, 8804096, 6495232, 2066, 1995, 2001
90854, 8803840, 6495744, 2065, 1998, 2000
90893, 8804096, 6495744, 2064, 1997, 2000
90932, 8803840, 6495232, 2064, 1998, 2000
90971, 8804096, 6495744, 2062, 1998, 2000
91011, 8804096, 6496000, 2061, 1997, 2000
91050, 8804096, 6495488, 2059, 1997, 2001
91089, 8804096, 6495488, 2060, 1997, 2000
91128, 8804352, 6495488, 2066, 1996, 1997
91167, 8804352, 6495488, 2066, 1995, 2002
91207, 8804096, 6495232, 2066, 1994, 2001
91246, 8804608, 6495488, 2066, 1992, 1997
91285, 8804864, 6496512, 2067, 1990, 2001
91324, 8804864, 6496256, 2067, 1990, 2000
91363, 8804608, 6495744, 2063, 1988, 2000
91402, 8805376, 6496000, 2062, 1989, 1999
91441, 8804864, 6496256, 2060, 1988, 1996
91481, 8805120, 6495744, 2059, 1989, 1997
91520, 8805120, 6496000, 2059, 1992, 1998
91559, 8805120, 6495744, 2061, 1992, 1998
91598, 8804864, 6495488, 2067, 1990, 1993
91638, 8804608, 6496256, 2066, 1989, 1997
91677, 8805120, 6495488, 2064, 1988, 1993
91716, 8805376, 6496000, 2059, 1988, 1997
91755, 8804864, 6496256, 2058, 1984, 1996
91795, 8805376, 6496256, 2061, 1985, 1991
91834, 8804864, 6496256, 2059, 1986, 1993
91873, 8805120, 6496512, 2058, 1987, 1997
91913, 8805376, 6496256, 2047, 1982, 1995
91953, 8805376, 6496000, 2065, 1983, 1998
91994, 8805120, 6496768, 2076, 1989, 1992
92033, 8805632, 6495488, 2076, 1988, 1994
92073, 8805376, 6495488, 2074, 1991, 1995
92112, 8805120, 6496000, 2072, 1992, 1989
92151, 8805632, 6496000, 2069, 1991, 1992
92190, 8805632, 6495744, 2064, 1990, 1994
92230, 8805376, 6495488, 2062, 1991, 1999
92269, 8805632, 6496000, 2061, 1992, 1998
92308, 8805120, 6496256, 2062, 1990, 2004
92347, 8806144, 6495744, 2065, 1989, 2001
92387, 8805888, 6496768, 2066, 1989, 2000
92427, 8805632, 6495744, 2068, 1990, 1998
92466, 8805376, 6496512, 2069, 1990, 1996
92505, 8806144, 6496768, 2071, 1991, 1999
92545, 8805888, 6496512, 2069, 1987, 1996
92584, 8805632, 6495744, 2068, 1990, 1997
92623, 8805888, 6496256, 2061, 1987, 2000
92662, 8805888, 6497024, 2055, 1986, 1997
92702, 8806144, 6496512, 2053, 1988, 2000
92741, 8806400, 6496512, 2053, 1989, 1998
92780, 8806400, 6496768, 2055, 1988, 1999
92819, 8806400, 6496256, 2056, 1990, 1996
92858, 8806144, 6496512, 2062, 1992, 1999
92898, 8806400, 6496768, 2067, 1992, 1998
92938, 8806144, 6497024, 2067, 1993, 1996
92977, 8806400, 6496256, 2068, 1995, 1997
93016, 8806912, 6497024, 2071, 1995, 1998
93056, 8805888, 6496512, 2068, 1994, 1995
93095, 8806400, 6496512, 2067, 1994, 2000
93134, 8806656, 6496768, 2066, 1992, 2005
93173, 8806656, 6497024, 2065, 1990, 1999
93213, 8806656, 6496768, 2064, 1989, 2002
93252, 8806912, 6496256, 2061, 1988, 2003
93291, 8806656, 6496000, 2061, 1988, 2003
93331, 8806656, 6496512, 2065, 1987, 2000
93363, 8806656, 6496256, 2063, 1987, 2002
93402, 8806656, 6496512, 2061, 1987, 2000
93441, 8806656, 6497280, 2063, 1988, 2000
93481, 8807168, 6497536, 2064, 1987, 2005
93520, 8806656, 6497280, 2062, 1988, 2004
93559, 8806656, 6496768, 2063, 1987, 1998
93598, 8807168, 6497024, 2064, 1989, 2003
93638, 8806912, 6497280, 2063, 1988, 2000
93677, 8806656, 6496256, 2063, 1988, 2001
93717, 8807168, 6497280, 2065, 1989, 1997
93756, 8807168, 6496512, 2064, 1990, 2001
93796, 8807168, 6497536, 2065, 1991, 2001
93836, 8806912, 6496512, 2064, 1990, 1998
93875, 8807424, 6497792, 2064, 1990, 1999
93914, 8807680, 6497024, 2064, 1992, 2000
93954, 8807168, 6496768, 2062, 1990, 2000
93993, 8807424, 6497280, 2064, 1991, 2000
94032, 8807424, 6497280, 2063, 1991, 2002
94072, 8807168, 6497536, 2061, 1989, 2001
94111, 8807680, 6497024, 2064, 1991, 2000
94150, 8807936, 6497280, 2067, 1991, 2000
94189, 8807936, 6496768, 2065, 1990, 2002
94229, 8807424, 6497024, 2064, 1989, 2003
94269, 8807424, 6496512, 2062, 1989, 2000
94308, 8807424, 6497280, 2064, 1990, 2001
94347, 8807936, 6497792, 2064, 1989, 1999
94386, 8808192, 6497536, 2064, 1991, 1998
94425, 8807680, 6497024, 2064, 1987, 1991
94464, 8808192, 6497536, 2066, 1988, 1990
94504, 8807680, 6497280, 2078, 1991, 1989
94543, 8808192, 6498304, 2071, 1987, 1987
94582, 8808448, 6497280, 2067, 1987, 1983
94621, 8807936, 6497792, 2067, 1990, 1989
94661, 8808192, 6497536, 2066, 1992, 1988
94700, 8808192, 6497792, 2061, 1990, 1991
94740, 8808192, 6497536, 2060, 1992, 1997
94779, 8807936, 6496768, 2053, 1984, 1993
94818, 8807936, 6497792, 2058, 1982, 1992
94857, 8808192, 6498304, 2090, 2002, 1991
94897, 8807936, 6498048, 2070, 1990, 2000
94936, 8808192, 6498048, 2058, 1995, 2004
94975, 8808448, 6497536, 2049, 1995, 2005
95014, 8808704, 6497280, 2053, 1992, 2000
95054, 8808192, 6498048, 2056, 2000, 2005
95093, 8808192, 6498048, 2068, 2007, 1992
95132, 8808448, 6497280, 2080, 2009, 1989
95171, 8808448, 6498304, 2086, 2018, 1989
95211, 8808448, 6498304, 2080, 2018, 1998
95251, 8808960, 6497792, 2063, 2011, 2000
95290, 8808960, 6498304, 2048, 2002, 2000
95329, 8808704, 6498560, 2039, 2002, 2005
95369, 8808704, 6498048, 2031, 2003, 2012
95408, 8808960, 6497792, 2031, 1990, 2007
95447, 8808960, 6498304, 2044, 1999, 2004
95487, 8809216, 6498816, 2060, 2011, 1996
95526, 8808704, 6498048, 2070, 2019, 2015
95566, 8808704, 6498816, 2062, 2022, 2009
95605, 8809216, 6497792, 2059, 2030, 2002
95645, 8808960, 6498304, 2055, 1995, 2009
95685, 8809216, 6498560, 2057, 2024, 1997
95724, 8809216, 6498560, 2048, 2021, 1998
95764, 8809216, 6498048, 2043, 2016, 2003
95803, 8809216, 6499072, 2048, 2017, 1998
95843, 8809216, 6499072, 2059, 2016, 2001
95882, 8809216, 6498816, 2070, 2016, 2003
95921, 8809472, 6497792, 2067, 2017, 2011
95961, 8808960, 6498560, 2064, 2015, 2007
96000, 8808704, 6497792, 2057, 2011, 2009
96040, 8809216, 6498304, 2058, 2008, 2003
96079, 8809472, 6498816, 2058, 2009, 2004
96119, 8808960, 6499072, 2059, 2008, 2006
96159, 8809216, 6498816, 2061, 2010, 2009
96198, 8809472, 6498048, 2067, 2011, 2011
96238, 8809472, 6498816, 2067, 2014, 2015
96277, 8809472, 6498304, 2063, 2015, 2020
96317, 8809472, 6498816, 2062, 2017, 2021
96356, 8809728, 6498560, 2059, 2015, 2023
96396, 8809472, 6498816, 2059, 2018, 2014
96435, 8809984, 6498560, 2059, 2018, 2015
96475, 8809216, 6499072, 2057, 2020, 2006
96514, 8809984, 6498304, 2052, 2019, 2005
96553, 8809472, 6498816, 2043, 2020, 2011
96593, 8809728, 6498560, 2039, 2020, 2005
96633, 8809728, 6498560, 2043, 2025, 2006
96672, 8809728, 6499328, 2057, 2026, 2011
96712, 8809728, 6498816, 2061, 2032, 2036
96753, 8809984, 6497792, 2055, 2029, 2004
96793, 8809472, 6499072, 2052, 2030, 1997
96832, 8809728, 6498816, 2057, 2034, 1996
96872, 8809984, 6498816, 2062, 2033, 1987
96911, 8809984, 6499072, 2061, 2032, 1994
96951, 8810240, 6498816, 2049, 2028, 1988
96990, 8809984, 6499072, 2040, 2023, 1982
97030, 8810496, 6499072, 2038, 2025, 1983
