TIME (milliseconds), Temperature (temp units), Pressure (pressure units), X (x units), Y (y units), Z (z units) 
161703, 8863232, 6521344, 2064, 1986, 1991
161742, 8863232, 6521344, 2064, 1988, 1996
161782, 8863488, 6522112, 2064, 1986, 1997
161822, 8863744, 6521600, 2064, 1989, 1995
161861, 8864000, 6521856, 2064, 1989, 1991
161901, 8863744, 6521344, 2064, 1990, 1992
161940, 8864000, 6521600, 2063, 1990, 1991
161980, 8863488, 6521344, 2064, 1989, 1988
162020, 8863488, 6521088, 2063, 1989, 1991
162059, 8862464, 6521344, 2064, 1990, 1993
162099, 8861952, 6520832, 2064, 1987, 1992
162139, 8861440, 6520064, 2064, 1988, 1994
162179, 8861696, 6520576, 2064, 1987, 1994
162218, 8861440, 6520576, 2063, 1988, 1994
162258, 8861440, 6519296, 2064, 1987, 1989
162297, 8860416, 6520576, 2064, 1987, 1990
162337, 8859904, 6519040, 2064, 1989, 1986
162377, 8858880, 6520064, 2064, 1988, 1990
162416, 8858368, 6519296, 2064, 1990, 1990
162456, 8858624, 6518784, 2063, 1989, 1989
162496, 8857344, 6518528, 2064, 1989, 1990
162535, 8857600, 6518272, 2064, 1988, 1992
162575, 8857600, 6519040, 2065, 1981, 1987
162615, 8857344, 6518784, 2060, 1992, 1990
162655, 8857344, 6519040, 2062, 1992, 1997
162694, 8858112, 6518528, 2063, 1990, 1986
162734, 8858624, 6519040, 2062, 1983, 1997
162773, 8858624, 6519552, 2067, 1989, 1988
162813, 8859648, 6519808, 2064, 1987, 1998
162853, 8859392, 6519808, 2064, 1995, 1987
162892, 8860416, 6520320, 2049, 1981, 1993
162932, 8860672, 6520064, 2069, 1974, 1986
162971, 8861184, 6520576, 2058, 1996, 1994
163011, 8861184, 6519552, 2058, 1994, 1992
163051, 8861440, 6520320, 2065, 1983, 1984
163091, 8861696, 6520576, 2068, 1982, 2005
163130, 8861696, 6520832, 2061, 1992, 1990
163170, 8862208, 6520576, 2063, 1988, 1993
163210, 8862720, 6521344, 2059, 1993, 1995
163249, 8862976, 6520832, 2065, 1993, 1991
163289, 8862976, 6520832, 2065, 1976, 1992
163328, 8862976, 6521600, 2065, 1991, 1989
163368, 8862976, 6521856, 2064, 1990, 1990
163408, 8862976, 6521600, 2070, 1980, 1992
163449, 8862720, 6521344, 2064, 1986, 1995
163489, 8862976, 6521088, 2064, 1980, 1994
163529, 8862720, 6521088, 2066, 1984, 1987
163569, 8862464, 6521344, 2067, 1991, 1989
163608, 8862208, 6520832, 2064, 1991, 1990
163648, 8862208, 6521088, 2064, 1992, 1989
163688, 8862208, 6521088, 2065, 1990, 1987
163727, 8862464, 6520320, 2064, 1989, 1987
163767, 8862720, 6521344, 2063, 1983, 1992
163806, 8862208, 6521600, 2062, 1984, 1997
163846, 8862720, 6521088, 2065, 1989, 1995
163885, 8862720, 6521344, 2064, 1992, 1998
163925, 8862976, 6521600, 2064, 1990, 1996
163964, 8862976, 6521088, 2063, 1983, 1994
164005, 8863488, 6522112, 2062, 1989, 1991
164044, 8863488, 6521600, 2064, 1989, 1985
164083, 8863744, 6521344, 2066, 1988, 1988
164123, 8863232, 6521088, 2058, 1992, 1991
164162, 8863232, 6521600, 2066, 1995, 1985
164202, 8863232, 6521344, 2066, 1988, 1992
164241, 8863232, 6521344, 2064, 1985, 1994
164281, 8863488, 6521088, 2065, 1992, 1993
164321, 8863488, 6521344, 2066, 1991, 1992
164360, 8863232, 6521344, 2064, 1985, 1993
164400, 8863232, 6521856, 2066, 1984, 1991
164440, 8864000, 6521600, 2064, 1987, 2000
164479, 8863232, 6521344, 2064, 1987, 1987
164518, 8863744, 6521856, 2067, 1985, 1988
164558, 8863744, 6521344, 2067, 1990, 1985
164597, 8863488, 6521344, 2064, 1988, 1989
164636, 8863744, 6520832, 2066, 1990, 1987
164676, 8864256, 6521344, 2065, 1991, 1987
164715, 8864000, 6522112, 2066, 1990, 1989
164754, 8864256, 6521856, 2062, 1997, 1991
164794, 8864000, 6522112, 2068, 1995, 1995
164833, 8864000, 6521856, 2063, 1986, 1997
164893, 8865024, 6522368, 2062, 1979, 1985
164938, 8865280, 6521344, 2062, 1983, 1996
164984, 8865024, 6522368, 2066, 1990, 1985
165024, 8865536, 6522624, 2065, 1988, 1986
165063, 8865024, 6522880, 2064, 1988, 1987
165102, 8865536, 6522880, 2064, 1991, 1992
165141, 8865280, 6521856, 2065, 1994, 1990
165180, 8866304, 6522624, 2064, 1996, 1989
165220, 8865536, 6522880, 2064, 1986, 1991
165259, 8865792, 6522624, 2065, 1974, 1982
165298, 8866048, 6522624, 2066, 1979, 1988
165337, 8866048, 6523392, 2065, 1987, 1997
165376, 8866048, 6522880, 2064, 1983, 1990
165416, 8866560, 6522880, 2067, 1989, 1983
165455, 8866304, 6523648, 2063, 1991, 1995
165495, 8866048, 6523392, 2064, 2003, 2003
165534, 8866816, 6523136, 2064, 1996, 1989
165573, 8866304, 6523136, 2065, 1985, 1981
165612, 8866560, 6522880, 2065, 1985, 1983
165652, 8866816, 6523136, 2064, 1991, 1990
165691, 8866560, 6523136, 2063, 1987, 1988
165730, 8867072, 6523648, 2065, 1982, 1983
165770, 8867072, 6522880, 2064, 1983, 1987
165809, 8867328, 6522880, 2065, 1991, 1999
165849, 8866816, 6522880, 2063, 1992, 1998
165889, 8866304, 6522624, 2064, 1987, 1991
165928, 8866304, 6522880, 2064, 1986, 1990
165967, 8866304, 6523392, 2064, 1990, 1993
166006, 8866048, 6523136, 2064, 1990, 1992
166046, 8866048, 6522880, 2066, 1986, 1987
166085, 8866304, 6522112, 2064, 1986, 1987
166124, 8866048, 6522880, 2062, 1987, 1989
166164, 8866048, 6522880, 2063, 1988, 1994
166203, 8866304, 6522624, 2064, 1992, 1996
166242, 8866304, 6523648, 2064, 1989, 1997
166281, 8867072, 6522880, 2064, 1988, 1987
166322, 8866816, 6523136, 2064, 1984, 1987
166361, 8867072, 6523136, 2064, 1991, 1992
166400, 8866816, 6523392, 2065, 1988, 1981
166440, 8867328, 6523392, 2063, 1983, 1990
166479, 8867072, 6522880, 2064, 1990, 1994
166518, 8867328, 6523648, 2063, 1995, 1998
166557, 8867328, 6522880, 2064, 1988, 1993
166597, 8867328, 6522880, 2063, 1987, 1989
166636, 8867072, 6523392, 2064, 1992, 2000
166675, 8867584, 6522880, 2063, 1989, 2000
166715, 8867328, 6523392, 2061, 1980, 1988
166754, 8867584, 6523904, 2064, 1987, 1984
166794, 8867584, 6523904, 2061, 1991, 1986
166833, 8867840, 6523136, 2063, 1989, 1985
166872, 8867840, 6523392, 2065, 1987, 1982
166912, 8868096, 6523136, 2063, 1993, 1983
166951, 8867840, 6522880, 2062, 1992, 1993
166991, 8867840, 6523136, 2064, 1985, 2000
167030, 8868096, 6523904, 2064, 1988, 1996
167069, 8867840, 6523648, 2060, 1997, 1995
167108, 8867584, 6523392, 2062, 1986, 1993
167148, 8867584, 6523392, 2062, 1983, 1989
167187, 8866816, 6523392, 2064, 1988, 1982
167227, 8866304, 6522880, 2061, 1993, 1982
167267, 8865536, 6522880, 2063, 1991, 1979
167306, 8864768, 6522112, 2064, 1988, 1989
167345, 8864000, 6521856, 2064, 1991, 1988
167384, 8863744, 6521600, 2064, 1992, 1989
167424, 8863488, 6520832, 2065, 1987, 1994
167463, 8862720, 6521088, 2064, 1986, 1992
167502, 8862720, 6520576, 2063, 1988, 1991
167542, 8862464, 6521088, 2064, 1983, 1993
167581, 8862720, 6520832, 2064, 1986, 1995
167621, 8862464, 6521088, 2064, 1988, 1990
167660, 8863232, 6520832, 2064, 1991, 1988
167700, 8862976, 6521600, 2064, 1990, 1988
167739, 8863232, 6521856, 2064, 1988, 1987
167779, 8864000, 6521600, 2065, 1989, 1986
167818, 8864000, 6522112, 2064, 1989, 1988
167857, 8864768, 6522624, 2064, 1989, 1990
167897, 8864768, 6521600, 2064, 1985, 1992
167936, 8865024, 6522368, 2063, 1986, 1991
167975, 8865280, 6523136, 2064, 1990, 1994
168014, 8865792, 6522368, 2064, 1986, 1991
168054, 8866048, 6523136, 2064, 1986, 1991
168093, 8866048, 6522880, 2062, 1988, 1992
168133, 8866560, 6522624, 2064, 1990, 1987
168172, 8866560, 6522368, 2064, 1990, 1987
168211, 8866816, 6522624, 2063, 1989, 1991
168250, 8866816, 6523392, 2064, 1992, 1987
168289, 8867072, 6523136, 2063, 1991, 1987
168329, 8867072, 6523136, 2065, 1989, 1988
168368, 8867584, 6523136, 2064, 1985, 1993
168407, 8867584, 6522880, 2066, 1979, 1983
168446, 8867328, 6523648, 2060, 1987, 1990
168485, 8867584, 6522880, 2064, 1992, 1983
168525, 8867584, 6523392, 2078, 1996, 1987
168564, 8868096, 6523904, 2062, 1985, 1998
168604, 8868096, 6523648, 2065, 2009, 1987
168643, 8868608, 6524160, 2065, 1990, 1983
168682, 8868352, 6523904, 2064, 1988, 1984
168721, 8868096, 6523648, 2066, 1995, 1985
168760, 8868352, 6523392, 2064, 1995, 1988
168800, 8868352, 6524160, 2064, 1988, 1984
168839, 8868608, 6523904, 2064, 1989, 1986
168878, 8868352, 6523904, 2064, 1989, 1986
168917, 8869120, 6524160, 2063, 1989, 1989
168957, 8868864, 6523904, 2064, 1989, 1997
168996, 8868608, 6523904, 2064, 1987, 1995
169035, 8869376, 6524416, 2064, 1991, 1993
169075, 8869632, 6524160, 2064, 1990, 1991
169115, 8869376, 6524160, 2065, 1991, 1990
169154, 8869120, 6523904, 2059, 1991, 1991
169193, 8869632, 6524160, 2064, 1991, 1991
169232, 8869376, 6523648, 2064, 1991, 1988
169272, 8869376, 6524416, 2065, 1991, 1986
169311, 8869888, 6524672, 2064, 1990, 1991
169350, 8869632, 6523904, 2062, 1991, 1991
169390, 8869632, 6523904, 2065, 2002, 1990
169429, 8869632, 6524672, 2064, 1992, 1994
169469, 8869120, 6525184, 2064, 1988, 1994
169509, 8869888, 6524672, 2064, 1995, 1991
169548, 8869632, 6524160, 2062, 1987, 1997
169590, 8869888, 6524928, 2064, 1987, 1988
169629, 8870144, 6524160, 2063, 1985, 1986
169668, 8870144, 6524416, 2064, 1982, 1989
169708, 8869888, 6524928, 2064, 1983, 1990
169747, 8870400, 6524672, 2064, 1985, 1990
169787, 8870144, 6524672, 2064, 1991, 1990
169826, 8870144, 6524928, 2064, 1991, 1991
169865, 8870912, 6524416, 2063, 1992, 1995
169905, 8870656, 6524160, 2064, 1993, 1993
169944, 8870400, 6524672, 2064, 1991, 1995
169984, 8870656, 6524160, 2064, 1986, 1994
170024, 8870656, 6524672, 2063, 1986, 1995
170063, 8870656, 6525184, 2064, 1985, 1988
170102, 8870144, 6524416, 2064, 1982, 1989
170142, 8869376, 6524928, 2064, 1985, 1992
170182, 8869120, 6524160, 2064, 1990, 1987
170221, 8868352, 6523136, 2064, 1989, 1990
170260, 8868096, 6524416, 2064, 1991, 1992
170300, 8867840, 6523136, 2064, 1993, 1994
170339, 8867840, 6523904, 2065, 1993, 1991
170378, 8868096, 6523904, 2064, 1987, 1993
170418, 8867840, 6523648, 2065, 1988, 1991
170458, 8868352, 6524160, 2064, 1985, 1995
170497, 8867840, 6522880, 2064, 1985, 1992
170536, 8868352, 6523904, 2064, 1985, 1988
170576, 8868608, 6523136, 2065, 1989, 1987
170615, 8868352, 6523392, 2063, 1989, 1990
170655, 8868864, 6523136, 2064, 1990, 1989
170694, 8868864, 6524160, 2064, 1991, 1992
170734, 8868352, 6523392, 2064, 1990, 1993
170773, 8868608, 6523904, 2064, 1989, 1994
170813, 8868096, 6523904, 2064, 1986, 1994
170852, 8868352, 6524416, 2064, 1986, 1990
170892, 8868352, 6524160, 2064, 1984, 1992
170932, 8867840, 6523648, 2064, 1986, 1994
170971, 8868096, 6524160, 2065, 1987, 1992
171010, 8868096, 6523904, 2063, 1989, 1987
171050, 8868352, 6523648, 2064, 1989, 1987
171089, 8868096, 6523904, 2062, 1989, 1989
171129, 8868096, 6523904, 2065, 1989, 1988
171168, 8868608, 6524160, 2062, 1987, 1994
171208, 8868608, 6523648, 2064, 1984, 1992
171247, 8868352, 6524672, 2064, 1987, 1992
171287, 8868352, 6523392, 2064, 1987, 1992
171326, 8868352, 6523904, 2064, 1986, 1996
171366, 8868608, 6523392, 2064, 1990, 1990
171406, 8868864, 6523904, 2064, 1990, 1989
171445, 8868864, 6523904, 2064, 1988, 1988
171485, 8869376, 6524160, 2064, 1989, 1988
171524, 8869120, 6523648, 2063, 1990, 1989
171564, 8869632, 6524672, 2064, 1987, 1991
171603, 8869120, 6524672, 2064, 1986, 1988
171642, 8869632, 6524416, 2064, 1990, 1996
171682, 8869376, 6524416, 2063, 1988, 1994
171721, 8869376, 6523648, 2064, 1988, 1993
171760, 8869632, 6524928, 2065, 1990, 1993
171800, 8869376, 6524928, 2065, 1989, 1991
171840, 8869376, 6524416, 2064, 1987, 1988
171879, 8869120, 6524160, 2064, 1987, 1991
171919, 8868864, 6524416, 2064, 1991, 1989
171958, 8868864, 6524672, 2064, 1987, 1993
171998, 8868608, 6523904, 2064, 1987, 1986
172037, 8868352, 6524416, 2064, 1983, 1990
172076, 8868096, 6523904, 2064, 1981, 1992
172115, 8867840, 6523904, 2065, 1988, 1992
172155, 8867072, 6524160, 2066, 1999, 1987
172194, 8866560, 6523648, 2064, 2006, 1996
172233, 8866304, 6522368, 2064, 1981, 1986
172273, 8866304, 6522624, 2064, 1990, 1988
172313, 8865536, 6522368, 2064, 1986, 1990
172352, 8865024, 6522624, 2064, 1984, 1982
172391, 8864512, 6521088, 2062, 1990, 1991
172431, 8864512, 6521856, 2065, 1995, 1987
172470, 8863744, 6522112, 2067, 1994, 1991
172510, 8863744, 6521600, 2065, 1986, 1996
172549, 8863744, 6521856, 2065, 1991, 1991
172588, 8864000, 6522112, 2064, 1991, 1994
172628, 8864256, 6521600, 2060, 1983, 2002
172667, 8864768, 6521344, 2064, 2001, 1987
172706, 8864512, 6521856, 2057, 2007, 2052
172747, 8865280, 6521600, 2068, 1992, 1984
172786, 8865280, 6522112, 2066, 1991, 1974
172825, 8865792, 6522112, 2060, 1998, 1980
172865, 8866304, 6521856, 2062, 1995, 2001
172905, 8866048, 6523136, 2062, 1993, 2001
172944, 8866304, 6522880, 2064, 1993, 1991
172983, 8866816, 6523136, 2064, 1991, 1982
173023, 8867072, 6522624, 2062, 1994, 1975
173062, 8867072, 6523392, 2064, 1992, 1983
173102, 8867840, 6523392, 2065, 1984, 1998
173141, 8867584, 6523648, 2066, 1984, 1991
173182, 8868096, 6523136, 2064, 1982, 1993
173221, 8868096, 6523392, 2067, 1984, 1979
173261, 8868352, 6524416, 2053, 1981, 1981
173300, 8868864, 6524416, 2063, 1981, 1991
173340, 8868608, 6523904, 2065, 1986, 1991
173379, 8869376, 6524928, 2064, 1989, 1995
173419, 8869632, 6524160, 2064, 1989, 1991
173458, 8869376, 6524928, 2065, 1987, 1993
173498, 8869632, 6524672, 2068, 1988, 1981
173537, 8869888, 6524160, 2064, 1979, 2001
173577, 8869888, 6524416, 2062, 1985, 2002
173616, 8870144, 6523648, 2064, 1988, 1993
173656, 8870400, 6524672, 2066, 1989, 1991
173696, 8870400, 6524672, 2073, 1981, 1989
173736, 8870144, 6525184, 2068, 1985, 1990
173775, 8870144, 6524928, 2064, 1992, 1987
173815, 8870656, 6525696, 2059, 1990, 1991
173854, 8870656, 6524672, 2066, 1989, 1994
173894, 8870912, 6524928, 2063, 1988, 2000
173933, 8871168, 6524672, 2065, 1988, 1995
173973, 8871168, 6524672, 2064, 1987, 1990
174012, 8871680, 6525184, 2062, 1986, 1999
174052, 8871168, 6525184, 2064, 1985, 1990
174091, 8871680, 6525184, 2067, 1991, 1988
174132, 8871424, 6525184, 2062, 1989, 1990
174171, 8871680, 6524928, 2064, 1985, 1990
174210, 8872192, 6524928, 2065, 1988, 1989
174250, 8871936, 6524928, 2066, 1993, 1985
174290, 8872192, 6524928, 2064, 1990, 1989
174329, 8871936, 6525696, 2064, 1990, 1989
174371, 8872192, 6525952, 2063, 1991, 1987
174410, 8871680, 6525696, 2066, 1989, 1990
174450, 8872448, 6524928, 2065, 1990, 1990
174489, 8872192, 6525184, 2064, 1995, 1993
174529, 8872448, 6525696, 2064, 1991, 1995
174569, 8872448, 6526208, 2064, 1993, 1992
