bits, TICKS
4016, 199221015 
4014, 199251857 
4016, 199282697 
4013, 199313539 
4012, 199344378 
4014, 199375221 
4015, 199406063 
4014, 199436903 
4014, 199467743 
4016, 199498585 
4015, 199529425 
4013, 199560267 
4013, 199591106 
4013, 199621949 
4014, 199649349 
4016, 199680189 
4015, 199711031 
4017, 199741872 
4016, 199772712 
4018, 199803552 
4016, 199834394 
4016, 199865234 
4012, 199896076 
4014, 199926915 
4017, 199957758 
4016, 199988600 
4014, 200019440 
4013, 200050280 
4014, 200081122 
4016, 200111962 
4011, 200142804 
4016, 200173643 
4014, 200204486 
4016, 200235328 
4016, 200266169 
4014, 200297009 
4013, 200327850 
4016, 200358691 
4016, 200389532 
4015, 200420372 
4016, 200451213 
4016, 200482051 
4016, 200512894 
4016, 200539065 
4013, 200569905 
4016, 200600748 
4016, 200631587 
4013, 200662429 
4013, 200693271 
4016, 200724112 
4017, 200754952 
4016, 200785792 
4014, 200816634 
4016, 200847474 
4016, 200878316 
4013, 200909155 
4016, 200939998 
4012, 200970840 
4016, 201001680 
4016, 201032520 
4016, 201063357 
4012, 201094198 
4013, 201125038 
4016, 201155879 
4016, 201186722 
4017, 201217562 
4016, 201248404 
4014, 201279245 
4013, 201310086 
4014, 201340927 
4016, 201371768 
4016, 201397939 
4013, 201428780 
4012, 201459622 
4014, 201490462 
4016, 201521302 
4013, 201552139 
4016, 201582980 
4016, 201613820 
4013, 201644661 
4017, 201675499 
4017, 201706342 
4016, 201737181 
4018, 201768023 
4016, 201798865 
4013, 201829706 
4013, 201860546 
4012, 201891386 
4016, 201922228 
4014, 201953068 
4016, 201983910 
4013, 202014749 
4016, 202045592 
4013, 202076434 
4016, 202107274 
4012, 202138114 
4016, 202168956 
4014, 202199796 
4012, 202230638 
4013, 202261478 
4013, 202287497 
4015, 202318337 
4016, 202349179 
4012, 202380019 
4015, 202410862 
4014, 202441704 
4016, 202472544 
4017, 202503385 
4012, 202534226 
4014, 202565064 
4016, 202595899 
4013, 202626740 
4013, 202657581 
4013, 202688422 
4012, 202719262 
4013, 202750103 
4014, 202780946 
4013, 202811786 
4016, 202842628 
4016, 202873469 
4016, 202904310 
4012, 202935151 
4013, 202965991 
4012, 202996832 
4016, 203027675 
4016, 203058515 
4016, 203089357 
4012, 203120198 
4012, 203146370 
4014, 203177210 
4013, 203208051 
4013, 203238892 
4012, 203269733 
bits, TICKS
4016, 203300573 
4016, 203331425 
4014, 203362262 
4012, 203393098 
4013, 203423939 
4012, 203454780 
4016, 203485621 
4014, 203516461 
4016, 203547297 
4015, 203578138 
4013, 203608979 
4016, 203639819 
4016, 203670660 
4016, 203701503 
4012, 203732343 
4014, 203763185 
4016, 203794026 
4016, 203824867 
4016, 203855708 
4014, 203886549 
4012, 203917389 
4013, 203948231 
4014, 203979071 
4016, 204005245 
4013, 204036081 
4016, 204066922 
4012, 204097763 
4016, 204128603 
4016, 204159444 
4013, 204190287 
4017, 204221127 
4016, 204251969 
4014, 204282810 
4013, 204313651 
4014, 204344489 
4016, 204375329 
4016, 204406169 
4016, 204437011 
4013, 204467851 
4016, 204498693 
4016, 204529532 
4012, 204560375 
4014, 204591217 
4016, 204622057 
4013, 204652897 
4014, 204683739 
4016, 204714579 
4013, 204745421 
4014, 204776260 
4016, 204807103 
4016, 204837945 
4012, 204864119 
4012, 204894960 
4016, 204925802 
4012, 204956645 
4016, 204987485 
4013, 205018326 
4016, 205049169 
4016, 205080009 
4017, 205110851 
4013, 205141692 
4012, 205172533 
4012, 205203374 
4016, 205234214 
4016, 205265051 
4012, 205295889 
4016, 205326730 
4013, 205357570 
4016, 205388411 
4016, 205419254 
4013, 205450094 
4013, 205480936 
4014, 205511777 
4017, 205542618 
4013, 205573459 
4016, 205604299 
4013, 205635140 
4016, 205665978 
4016, 205696821 
4016, 205727660 
4015, 205753832 
4016, 205784673 
4016, 205815512 
4016, 205846354 
4016, 205877196 
4013, 205908039 
4012, 205938879 
4017, 205969720 
4012, 206000563 
4013, 206031401 
4013, 206062239 
4013, 206093078 
4014, 206123921 
4013, 206154763 
4013, 206185606 
4016, 206216446 
4017, 206247283 
4012, 206278125 
4016, 206308968 
4012, 206339810 
4014, 206370649 
4016, 206401492 
4016, 206432334 
4014, 206463169 
4014, 206494010 
4012, 206524851 
4012, 206555692 
4016, 206586532 
4016, 206612705 
4016, 206643546 
4016, 206674383 
4014, 206705223 
4017, 206736065 
4016, 206766908 
4013, 206797750 
4016, 206828589 
4016, 206859432 
4012, 206890274 
4012, 206921116 
4017, 206951956 
4012, 206982798 
4016, 207013641 
4016, 207044483 
4013, 207075322 
4013, 207106165 
4012, 207137007 
4016, 207167850 
4014, 207198690 
4014, 207229532 
4016, 207260375 
4017, 207291218 
4012, 207322057 
4013, 207352899 
4013, 207383741 
4013, 207414584 
4013, 207445424 
4016, 207471595 
4017, 207502438 
4016, 207533278 
4013, 207564119 
4015, 207594962 
4013, 207625802 
4014, 207656644 
4013, 207687485 
4017, 207718326 
4013, 207749167 
4016, 207780007 
4013, 207810848 
4016, 207841691 
4016, 207872531 
4016, 207903373 
4013, 207934214 
4012, 207965055 
4016, 207995896 
4013, 208026736 
4014, 208057577 
4012, 208088420 
4013, 208119260 
4016, 208150102 
4013, 208180943 
4014, 208211784 
4016, 208242625 
4016, 208273465 
4012, 208304306 
4013, 208335149 
4016, 208361320 
4016, 208392160 
4013, 208423002 
4016, 208453842 
4013, 208484685 
4016, 208515526 
4016, 208546366 
4015, 208577208 
4014, 208608051 
4016, 208638893 
4018, 208669732 
4012, 208700575 
4013, 208731417 
4016, 208762259 
4015, 208793099 
4016, 208823941 
4016, 208854784 
4013, 208885626 
4012, 208916465 
4016, 208947308 
4016, 208978150 
4014, 209008992 
4015, 209039832 
4016, 209070674 
4016, 209101517 
4013, 209132359 
4014, 209163198 
4014, 209194041 
4013, 209220215 
4016, 209251057 
4016, 209281899 
4014, 209312742 
4016, 209343583 
4013, 209374423 
4014, 209405265 
4014, 209436108 
4012, 209466951 
4013, 209497790 
4016, 209528632 
4012, 209559474 
4013, 209590317 
4013, 209621157 
4016, 209651998 
4012, 209682841 
4016, 209713681 
4013, 209744523 
4013, 209775364 
4013, 209806205 
4012, 209837046 
4016, 209867886 
4016, 209898727 
4015, 209929570 
4016, 209960410 
4016, 209991252 
4016, 210022093 
4012, 210052934 
4017, 210083775 
4013, 210109946 
4016, 210140787 
4016, 210171629 
4016, 210202471 
4016, 210233311 
4016, 210264149 
4013, 210294990 
4016, 210325830 
4014, 210356671 
4016, 210387514 
4016, 210418354 
4016, 210449196 
4017, 210480037 
4013, 210510878 
4016, 210541719 
4014, 210572560 
4016, 210603400 
4014, 210634237 
4016, 210665079 
4016, 210695922 
4016, 210726764 
4016, 210757603 
4016, 210788446 
4016, 210819288 
4013, 210850130 
4013, 210880970 
4016, 210911812 
4013, 210942655 
4013, 210968828 
4016, 210999669 
4013, 211030512 
4016, 211061349 
4012, 211092191 
4016, 211123031 
4016, 211153869 
4017, 211184711 
4016, 211215552 
4016, 211246390 
4013, 211277233 
4016, 211308073 
4013, 211338914 
4015, 211369757 
4016, 211400597 
4014, 211431439 
4013, 211462280 
4013, 211493121 
4014, 211523962 
4016, 211554802 
4014, 211585643 
4016, 211616486 
4016, 211647326 
4016, 211678169 
4014, 211709010 
4013, 211739851 
4016, 211770692 
4016, 211801533 
4013, 211832373 
4016, 211858545 
4016, 211889388 
4014, 211920228 
4014, 211951069 
4013, 211981912 
4016, 212012752 
4013, 212043594 
4013, 212074435 
4016, 212105276 
4014, 212136117 
4014, 212166957 
4016, 212197798 
4017, 212228641 
4016, 212259481 
4015, 212290323 
4014, 212321164 
4016, 212352002 
4016, 212382838 
4014, 212413679 
4014, 212444519 
4016, 212475361 
4017, 212506204 
4016, 212537046 
4016, 212567885 
4015, 212598728 
4013, 212629570 
4016, 212660412 
4017, 212691249 
4016, 212717421 
4015, 212748262 
4016, 212779103 
4013, 212809943 
4014, 212840785 
4014, 212871628 
4016, 212902470 
4016, 212933309 
4012, 212964152 
4018, 212994994 
4016, 213025836 
4013, 213056676 
4016, 213087518 
4016, 213118361 
4012, 213149203 
4016, 213180042 
4016, 213210885 
4016, 213241727 
4013, 213272569 
4013, 213303409 
4015, 213334251 
4012, 213365091 
4016, 213395933 
4013, 213426772 
4016, 213457615 
4016, 213488457 
4014, 213519299 
4012, 213550139 
4012, 213580981 
4016, 213607153 
4015, 213637993 
4016, 213668835 
4017, 213699678 
4013, 213730520 
4013, 213761359 
4014, 213792202 
4012, 213823044 
4012, 213853887 
4016, 213884727 
4017, 213915569 
4015, 213946412 
4013, 213977255 
4016, 214008094 
4014, 214038936 
4016, 214069778 
4013, 214100621 
4014, 214131458 
4017, 214162298 
4016, 214193140 
4013, 214223983 
4016, 214254825 
4016, 214285664 
4014, 214316507 
4012, 214347349 
4016, 214378191 
4012, 214409031 
4014, 214439873 
4012, 214466047 
4016, 214496890 
4013, 214527733 
4017, 214558573 
4015, 214589415 
4016, 214620256 
4016, 214651094 
4016, 214681937 
4016, 214712777 
4014, 214743618 
4014, 214774461 
4015, 214805301 
4016, 214836143 
4016, 214866984 
4016, 214897825 
4016, 214928666 
4012, 214959507 
4013, 214990347 
4013, 215021189 
4013, 215052032 
4016, 215082870 
4012, 215113712 
4012, 215144551 
4012, 215175389 
4013, 215206232 
4016, 215237068 
4013, 215267909 
4016, 215298750 
4013, 215324920 
4013, 215355762 
4016, 215386604 
4017, 215417447 
4016, 215448287 
4016, 215479128 
4017, 215509971 
4013, 215540811 
4016, 215571653 
4014, 215602494 
4017, 215633335 
4016, 215664176 
4017, 215695016 
4016, 215725857 
4013, 215756700 
4013, 215787540 
4016, 215818382 
4013, 215849223 
4014, 215880064 
4016, 215910905 
4013, 215941745 
4014, 215972586 
4016, 216003429 
4017, 216034269 
4012, 216065111 
4013, 216095947 
4016, 216126789 
4014, 216157632 
4015, 216188473 
4013, 216214644 
4016, 216245480 
4018, 216276323 
4012, 216307164 
4013, 216338004 
4012, 216368846 
4017, 216399689 
4016, 216430531 
4016, 216461368 
4014, 216492208 
4012, 216523051 
4016, 216553887 
4014, 216584728 
4013, 216615569 
4012, 216646410 
4012, 216677247 
4013, 216708087 
4012, 216738929 
4014, 216769772 
4014, 216800614 
4013, 216831453 
4016, 216862296 
4016, 216893138 
4014, 216923980 
4016, 216954820 
4011, 216985662 
4016, 217016505 
4013, 217047347 
4016, 217073517 
4013, 217104357 
4016, 217135200 
4016, 217166039 
4014, 217196882 
4016, 217227724 
4016, 217258567 
4016, 217289407 
4014, 217320248 
4015, 217351091 
4015, 217381931 
4013, 217412773 
4013, 217443614 
4016, 217474455 
4013, 217505296 
4013, 217536136 
4014, 217566977 
4013, 217597820 
4012, 217628660 
4014, 217659502 
4016, 217690343 
4016, 217721184 
4017, 217752025 
4013, 217782865 
4013, 217813706 
4012, 217844549 
4012, 217875389 
4016, 217906231 
4015, 217937072 
4012, 217963244 
4013, 217994084 
4016, 218024925 
4016, 218055766 
4013, 218086607 
4014, 218117447 
4016, 218148288 
4013, 218179131 
4016, 218209971 
4016, 218240813 
4014, 218271654 
4014, 218302495 
4012, 218333336 
4013, 218364177 
4011, 218395017 
4016, 218425858 
4016, 218456701 
4016, 218487541 
4016, 218518383 
4017, 218549224 
4016, 218580065 
4013, 218610906 
4015, 218641746 
4012, 218672587 
4013, 218703430 
4013, 218734270 
4016, 218765112 
4012, 218795953 
4014, 218822124 
4014, 218852964 
4013, 218883805 
4013, 218914646 
4013, 218945487 
4016, 218976327 
4016, 219007168 
4013, 219038011 
4012, 219068851 
4014, 219099693 
4014, 219130534 
4012, 219161375 
4013, 219192216 
4012, 219223056 
4017, 219253897 
4017, 219284740 
4013, 219315580 
4016, 219346422 
4013, 219377263 
4016, 219408104 
4016, 219438945 
4016, 219469786 
4016, 219500626 
4016, 219531468 
4013, 219562311 
4011, 219593154 
4016, 219623993 
4016, 219654835 
4016, 219685677 
4013, 219711851 
4013, 219742691 
4012, 219773533 
4012, 219804376 
4016, 219835216 
4012, 219866057 
4016, 219896900 
4016, 219927740 
4016, 219958582 
4016, 219989423 
4016, 220020264 
4012, 220051102 
4016, 220081937 
4012, 220112778 
4012, 220143619 
4013, 220174460 
4016, 220205300 
4013, 220236137 
4012, 220266979 
4013, 220297822 
4014, 220328664 
4012, 220359503 
4013, 220390346 
4017, 220421188 
4012, 220452030 
4013, 220482867 
4012, 220513708 
4012, 220544549 
4016, 220570721 
4016, 220601561 
4016, 220632398 
4016, 220663240 
4012, 220694075 
4013, 220724916 
4016, 220755757 
4016, 220786598 
4013, 220817438 
4016, 220848279 
4014, 220879122 
4013, 220909962 
4016, 220940804 
4016, 220971645 
4013, 221002486 
4012, 221033327 
4016, 221064167 
4013, 221095008 
4013, 221125851 
4015, 221156691 
4016, 221187533 
4012, 221218374 
4016, 221249215 
4013, 221280056 
4017, 221310896 
4015, 221341737 
4013, 221372580 
4013, 221403420 
4017, 221434257 
4012, 221460429 
4013, 221491270 
4016, 221522109 
4016, 221552951 
4016, 221583793 
4014, 221614636 
4016, 221645474 
4012, 221676316 
4016, 221707157 
4013, 221737998 
4017, 221768839 
4016, 221799679 
4016, 221830520 
4013, 221861363 
4016, 221892203 
4016, 221923045 
4014, 221953886 
4014, 221984727 
4016, 222015568 
4013, 222046408 
4016, 222077249 
4015, 222108092 
4013, 222138932 
4016, 222169774 
4016, 222200615 
4016, 222231453 
4016, 222262289 
4013, 222293130 
4016, 222319301 
4012, 222350142 
4015, 222380978 
4014, 222411819 
4014, 222442660 
4013, 222473498 
4016, 222504340 
4013, 222535177 
4016, 222566018 
4016, 222596859 
4016, 222627699 
4014, 222658540 
4016, 222689383 
4014, 222720223 
4012, 222751066 
4014, 222781907 
4016, 222812748 
4014, 222843589 
4012, 222874430 
4013, 222905270 
4013, 222936111 
4014, 222966954 
4015, 222997794 
4012, 223028636 
4013, 223059477 
4016, 223090318 
4012, 223121159 
4016, 223151999 
4013, 223178170 
4016, 223209013 
4017, 223239853 
4014, 223270694 
4015, 223301537 
4012, 223332377 
4016, 223363219 
4012, 223394060 
4013, 223424901 
4014, 223455742 
4013, 223486582 
4017, 223517423 
4016, 223548266 
4016, 223579106 
4012, 223609948 
4013, 223640789 
4016, 223671630 
4017, 223702471 
4016, 223733311 
4013, 223764152 
4016, 223794995 
4013, 223825835 
4012, 223856677 
4012, 223887518 
4013, 223918359 
4015, 223949200 
4016, 223980041 
4016, 224010881 
4016, 224041722 
4014, 224067896 
4016, 224098739 
4014, 224129581 
4017, 224160421 
4016, 224191264 
207, 224222105 
596, 224252897 
975, 224283689 
1347, 224314482 
1716, 224345321 
2078, 224376163 
2436, 224407005 
2791, 224437848 
3144, 224468688 
3489, 224499529 
3827, 224530372 
4013, 224561212 
4016, 224592049 
4011, 224622891 
4016, 224653733 
4014, 224684576 
4012, 224715416 
4016, 224746257 
4017, 224777100 
4016, 224807940 
4013, 224838782 
4016, 224869623 
4016, 224900464 
4016, 224931306 
4013, 224957324 
4016, 224988165 
4015, 225019007 
4013, 225049850 
4014, 225080690 
4013, 225111531 
4016, 225142369 
4013, 225173212 
4015, 225204051 
4017, 225234888 
4014, 225265731 
4016, 225296573 
4016, 225327415 
4016, 225358255 
4016, 225389097 
4017, 225419940 
4013, 225450782 
4012, 225481621 
4013, 225512464 
4016, 225543301 
4017, 225574137 
4016, 225604978 
4016, 225635819 
4016, 225666660 
4017, 225697497 
4013, 225728337 
4016, 225759179 
4014, 225790022 
4016, 225816196 
4016, 225847040 
4016, 225877883 
4017, 225908725 
4013, 225939564 
4016, 225970407 
4017, 226001249 
4012, 226032091 
4012, 226062931 
4013, 226093773 
4012, 226124616 
4016, 226155454 
4012, 226186291 
4012, 226217133 
4016, 226247973 
4014, 226278816 
4016, 226309657 
4016, 226340497 
4014, 226371339 
4015, 226402182 
4014, 226433024 
4014, 226463861 
4016, 226494701 
4016, 226525544 
4013, 226556380 
4014, 226587221 
4012, 226618062 
4013, 226648903 
4014, 226675074 
4014, 226705915 
4012, 226736757 
4016, 226767599 
4013, 226798439 
4016, 226829281 
4016, 226860124 
4016, 226890966 
4014, 226921805 
4013, 226952648 
4016, 226983490 
4012, 227014332 
4013, 227045172 
4014, 227076014 
4016, 227106857 
4013, 227137699 
4012, 227168538 
4014, 227199381 
4016, 227230223 
4016, 227261066 
4013, 227291906 
4016, 227322748 
4016, 227353591 
4013, 227384434 
4013, 227415273 
4016, 227446115 
4016, 227476957 
4013, 227507800 
4013, 227538640 
4013, 227564812 
4014, 227595655 
4016, 227626495 
4011, 227657336 
4013, 227688179 
4016, 227719019 
4016, 227749861 
4014, 227780702 
4014, 227811543 
4015, 227842384 
4016, 227873224 
4013, 227904065 
4016, 227934908 
4013, 227965748 
4013, 227996590 
4016, 228027431 
4016, 228058272 
4012, 228089113 
4012, 228119953 
4013, 228150794 
4014, 228181637 
4016, 228212477 
4012, 228243319 
4012, 228274160 
4013, 228305001 
4012, 228335842 
4013, 228366683 
4016, 228397523 
4012, 228423696 
4017, 228454539 
4012, 228485379 
4017, 228516220 
4013, 228547063 
4013, 228577903 
4013, 228608745 
4013, 228639586 
4014, 228670427 
4016, 228701268 
4013, 228732108 
4016, 228762949 
4016, 228793792 
4017, 228824632 
4017, 228855474 
4016, 228886315 
4013, 228917156 
4017, 228947997 
4016, 228978837 
4017, 229009678 
4015, 229040521 
4016, 229071361 
4014, 229102203 
4012, 229133044 
4015, 229163885 
4016, 229194726 
4016, 229225566 
4015, 229256407 
4015, 229287250 
4016, 229313421 
4012, 229344261 
4016, 229375104 
4014, 229405944 
4017, 229436787 
4013, 229467628 
4013, 229498469 
4016, 229529310 
4013, 229560151 
4013, 229590991 
4016, 229621832 
4014, 229652675 
4013, 229683515 
4014, 229714357 
4016, 229745198 
4013, 229776039 
4013, 229806880 
4014, 229837720 
4013, 229868561 
4013, 229899404 
4013, 229930244 
4016, 229961086 
4012, 229991927 
4012, 230022768 
4013, 230053609 
4016, 230084449 
4012, 230115290 
4013, 230146133 
4011, 230172303 
4012, 230203143 
4013, 230233981 
4013, 230264824 
4016, 230295663 
4012, 230326505 
4013, 230357342 
4014, 230388184 
4013, 230419026 
4016, 230449866 
4015, 230480708 
4012, 230511551 
4016, 230542389 
4015, 230573231 
4016, 230604071 
4012, 230634914 
4016, 230665756 
4014, 230696598 
4014, 230727438 
4015, 230758280 
4013, 230789123 
4014, 230819965 
4013, 230850804 
4013, 230881647 
4015, 230912489 
4013, 230943331 
4016, 230974171 
4017, 231005013 
4016, 231035856 
4015, 231062029 
4013, 231092870 
4016, 231123713 
4015, 231154555 
4013, 231185392 
4013, 231216232 
4014, 231247070 
4013, 231277912 
4016, 231308753 
4012, 231339594 
4016, 231370435 
4016, 231401275 
4014, 231432116 
4013, 231462954 
4013, 231493797 
4013, 231524636 
4013, 231555473 
4016, 231586316 
4012, 231617158 
4013, 231648000 
4017, 231678840 
4012, 231709682 
4013, 231740525 
4016, 231771368 
4013, 231802207 
4013, 231833049 
4016, 231863891 
4012, 231894734 
4016, 231920905 
4016, 231951746 
4016, 231982588 
4015, 232013430 
4013, 232044267 
4013, 232075108 
4016, 232105949 
4016, 232136789 
4016, 232167630 
4016, 232198473 
4013, 232229313 
4017, 232260155 
4016, 232290996 
4012, 232321837 
4016, 232352678 
4016, 232383518 
4013, 232414359 
4013, 232445202 
4016, 232476040 
4014, 232506879 
4012, 232537721 
4016, 232568563 
4016, 232599406 
4016, 232630246 
4013, 232661083 
4013, 232691925 
4011, 232722768 
4016, 232753610 
4015, 232784450 
4016, 232810469 
4016, 232841310 
4013, 232872152 
4012, 232902993 
4012, 232933836 
4016, 232964678 
4016, 232995520 
4016, 233026360 
4016, 233057198 
4013, 233088039 
4012, 233118879 
4015, 233149720 
4016, 233180563 
4015, 233211403 
4014, 233242240 
4016, 233273077 
4016, 233303920 
4013, 233334762 
4014, 233365604 
4013, 233396441 
4014, 233427282 
4016, 233458123 
4013, 233488963 
4016, 233519804 
4016, 233550647 
4017, 233581487 
4014, 233612329 
4012, 233643170 
4016, 233669342 
4016, 233700182 
4016, 233731023 
4017, 233761864 
4012, 233792705 
4013, 233823546 
4016, 233854386 
4013, 233885228 
4017, 233916071 
4015, 233946914 
4016, 233977753 
4016, 234008595 
4015, 234039437 
4016, 234070280 
4013, 234101120 
4017, 234131957 
4014, 234162799 
4017, 234193642 
4017, 234224484 
4016, 234255323 
4016, 234286161 
4013, 234317004 
4012, 234347845 
4017, 234378685 
4016, 234409527 
4016, 234440370 
4016, 234471212 
4016, 234502051 
4016, 234528220 
4016, 234559060 
4013, 234589902 
4014, 234620742 
4014, 234651585 
4012, 234682426 
4013, 234713266 
4016, 234744108 
4012, 234774951 
4014, 234805793 
4017, 234836632 
4012, 234867475 
4012, 234898317 
4015, 234929159 
4013, 234959999 
4016, 234990841 
4017, 235021684 
4011, 235052527 
4013, 235083366 
4012, 235114209 
4013, 235145051 
4012, 235175887 
4016, 235206728 
4013, 235237568 
4014, 235268410 
4016, 235299253 
4016, 235330095 
4013, 235360934 
4016, 235391777 
4016, 235417951 
4016, 235448793 
4014, 235479635 
4017, 235510478 
4013, 235541318 
4016, 235572159 
4016, 235603002 
4013, 235633840 
4014, 235664679 
4016, 235695521 
4012, 235726363 
4016, 235757206 
4013, 235788046 
4013, 235818887 
4016, 235849730 
4016, 235880570 
4012, 235911412 
4016, 235942253 
4013, 235973094 
4012, 236003935 
4013, 236034775 
4016, 236065616 
4014, 236096454 
4013, 236127297 
4013, 236158137 
4014, 236188979 
4013, 236219821 
4016, 236250664 
4012, 236276833 
4016, 236307675 
4016, 236338517 
4013, 236369360 
4012, 236400200 
4013, 236431037 
4013, 236461879 
4016, 236492722 
4017, 236523564 
4015, 236554403 
4016, 236585241 
4016, 236616084 
4014, 236646925 
4013, 236677765 
4014, 236708607 
4013, 236739450 
4013, 236770292 
4014, 236801131 
4012, 236831974 
4015, 236862816 
4013, 236893658 
4016, 236924498 
4013, 236955340 
4016, 236986183 
4012, 237017025 
4013, 237047864 
4012, 237078707 
4016, 237109549 
4016, 237140391 
4012, 237166562 
4016, 237197403 
4013, 237228245 
4013, 237259087 
4014, 237289927 
4014, 237320769 
4013, 237351612 
4016, 237382454 
4016, 237413293 
4014, 237444136 
4016, 237474978 
4014, 237505820 
4017, 237536660 
4017, 237567502 
4013, 237598345 
4014, 237629187 
4013, 237660026 
4016, 237690869 
4012, 237721711 
4012, 237752553 
4016, 237783393 
4014, 237814235 
4016, 237845078 
4013, 237875920 
4016, 237906759 
4016, 237937602 
4014, 237968444 
4016, 237999286 
4014, 238025457 
4015, 238056298 
4013, 238087139 
4016, 238117979 
4014, 238148821 
4014, 238179664 
4016, 238210506 
4016, 238241345 
4016, 238272188 
4016, 238303030 
4013, 238333873 
4012, 238364713 
4014, 238395555 
4012, 238426398 
4013, 238457241 
4015, 238488080 
4016, 238518922 
4017, 238549764 
4016, 238580607 
4014, 238611447 
4016, 238642288 
4013, 238673131 
4016, 238703971 
4016, 238734813 
4016, 238765654 
4013, 238796495 
4013, 238827336 
4016, 238858176 
4016, 238889017 
4018, 238915191 
4016, 238946034 
4014, 238976876 
4012, 239007716 
4013, 239038559 
4014, 239069400 
4013, 239100240 
4016, 239131082 
4012, 239161925 
4016, 239192767 
4012, 239223606 
4012, 239254449 
4015, 239285291 
4017, 239316133 
4012, 239346973 
4013, 239377815 
4014, 239408658 
4013, 239439500 
4016, 239470339 
4016, 239501182 
4012, 239532024 
4016, 239562867 
4015, 239593707 
4013, 239624548 
4013, 239655391 
4012, 239686231 
4015, 239717073 
4016, 239747914 
4016, 239774086 
4017, 239804926 
4012, 239835767 
4013, 239866608 
4016, 239897449 
4017, 239928289 
4013, 239959130 
4013, 239989973 
4012, 240020813 
4012, 240051655 
4013, 240082491 
4016, 240113333 
4016, 240144169 
4013, 240175010 
4016, 240205850 
4016, 240236692 
4012, 240267535 
4016, 240298377 
4017, 240329216 
4016, 240360059 
4014, 240390901 
4016, 240421743 
4016, 240452583 
4014, 240483425 
4013, 240514268 
4013, 240545110 
4013, 240575947 
4012, 240606787 
4013, 240637631 
4014, 240663649 
4014, 240694489 
4012, 240725329 
4013, 240756172 
4016, 240787013 
4017, 240817853 
4014, 240848695 
4014, 240879538 
4015, 240910380 
4017, 240941219 
4016, 240972062 
4016, 241002904 
4016, 241033746 
4016, 241064586 
4013, 241095428 
4017, 241126271 
4012, 241157113 
4016, 241187952 
4016, 241218795 
4012, 241249637 
4013, 241280479 
4013, 241311319 
4013, 241342161 
4016, 241373001 
4015, 241403843 
4016, 241434682 
4017, 241465525 
4018, 241496367 
4012, 241522540 
4013, 241553378 
4014, 241584221 
4012, 241615063 
4016, 241645898 
4016, 241676740 
4016, 241707583 
4017, 241738424 
4016, 241769264 
4013, 241800105 
4013, 241830948 
4016, 241861788 
4016, 241892630 
4016, 241923471 
4013, 241954312 
4012, 241985153 
4016, 242015993 
4013, 242046834 
4016, 242077677 
4016, 242108517 
4016, 242139359 
4016, 242170200 
4013, 242201041 
4013, 242231879 
4016, 242262721 
4013, 242293561 
4014, 242324403 
4013, 242355243 
4016, 242381412 
4012, 242412253 
4016, 242443091 
4015, 242473933 
4016, 242504773 
4012, 242535615 
4016, 242566455 
4012, 242597292 
4013, 242628134 
4016, 242658974 
4012, 242689817 
4012, 242720658 
4017, 242751498 
4013, 242782340 
4011, 242813183 
4016, 242844026 
4016, 242874865 
4013, 242905708 
4012, 242936550 
4014, 242967393 
4013, 242998233 
4016, 243029074 
4016, 243059917 
4016, 243090757 
4014, 243121599 
4016, 243152440 
4013, 243183278 
4016, 243214121 
4016, 243244958 
4013, 243271129 
4016, 243301970 
4015, 243332811 
4016, 243363651 
4016, 243394489 
4011, 243425330 
4014, 243456167 
4013, 243487007 
4013, 243517849 
4013, 243548692 
4016, 243579534 
4016, 243610373 
4013, 243641216 
4013, 243672053 
4014, 243702894 
4016, 243733734 
4013, 243764576 
4012, 243795419 
4016, 243826261 
4012, 243857100 
4013, 243887943 
4016, 243918785 
4012, 243949628 
4016, 243980468 
4015, 244011310 
4013, 244042150 
4016, 244072988 
4013, 244103830 
4016, 244130000 
4016, 244160838 
4013, 244191680 
4012, 244222521 
4017, 244253359 
4013, 244284202 
4016, 244315043 
4013, 244345880 
4014, 244376721 
4014, 244407562 
4013, 244438402 
4016, 244469243 
4017, 244500086 
4015, 244530926 
4016, 244561768 
4016, 244592609 
4013, 244623450 
4013, 244654288 
4011, 244685130 
4013, 244715970 
4016, 244746812 
4015, 244777655 
4013, 244808497 
4016, 244839336 
4013, 244870179 
4016, 244901021 
4013, 244931863 
4013, 244962703 
4016, 244993545 
4016, 245019719 
4013, 245050562 
4014, 245081399 
4016, 245112242 
4012, 245143080 
4012, 245173919 
4014, 245204761 
4014, 245235603 
4015, 245266439 
4012, 245297280 
4016, 245328120 
4014, 245358962 
4012, 245389805 
4013, 245420647 
4015, 245451486 
4015, 245482329 
4012, 245513171 
4016, 245544013 
4016, 245574850 
4016, 245605691 
4016, 245636532 
4013, 245667369 
4013, 245698209 
4016, 245729051 
4015, 245759894 
4012, 245790736 
4013, 245821575 
4012, 245852418 
4016, 245878591 
4014, 245909433 
4012, 245940275 
4016, 245971118 
4013, 246001958 
4012, 246032799 
4013, 246063642 
4016, 246094480 
4016, 246125320 
4012, 246156157 
4016, 246187000 
4012, 246217842 
4016, 246248685 
4013, 246279525 
4013, 246310366 
4017, 246341204 
4016, 246372047 
4012, 246402886 
4015, 246433728 
4012, 246464570 
4014, 246495413 
4016, 246526253 
4016, 246557090 
4012, 246587932 
4012, 246618775 
4015, 246649617 
4016, 246680456 
4014, 246711299 
4012, 246742141 
4012, 246768314 
4012, 246799155 
4015, 246829997 
4016, 246860839 
