X, Y, Z, TICKS
1983,2007,2090,38991587
1983,2006,2091,38993283
1981,2005,2091,39010240
1983,2007,2091,39011938
1984,2003,2091,39013634
1983,2005,2090,39015330
1985,2007,2090,39017026
1986,2008,2092,39018722
1984,2006,2092,39020418
1983,2007,2091,39022114
1985,2006,2091,39023810
1980,2007,2088,39025507
1983,2006,2093,39027236
1984,2005,2091,39028933
1987,2006,2090,39030629
1983,2005,2091,39032325
1982,2006,2091,39034021
1983,2006,2092,39035717
1984,2005,2089,39037413
1984,2006,2089,39039109
1982,2005,2090,39040806
1983,2007,2090,39057765
1983,2006,2087,39059463
1984,2006,2091,39061160
1983,2005,2090,39062856
1983,2011,2091,39064552
1983,2007,2093,39066248
1983,2004,2090,39067962
1982,2007,2089,39069658
1983,2005,2092,39071354
1983,2007,2094,39073049
1983,2005,2090,39074745
1982,2006,2092,39076442
1983,2006,2091,39078138
1983,2005,2092,39079834
1984,2005,2092,39081530
1983,2006,2089,39083226
1984,2005,2092,39084922
1983,2005,2091,39086640
1986,2005,2088,39103601
1983,2005,2090,39105299
1983,2006,2092,39107028
1983,2005,2091,39108724
1982,2005,2091,39110420
1977,2006,2092,39112116
1986,2006,2089,39113812
1983,2006,2092,39115508
1983,2008,2091,39117205
1983,2005,2090,39118901
1983,2006,2091,39120597
1983,2004,2089,39122293
1983,2006,2091,39123989
1984,2007,2092,39125685
1986,2006,2090,39127399
1983,2007,2091,39129095
1983,2007,2091,39130791
1983,2005,2093,39132487
1983,2007,2090,39149750
1989,2007,2093,39151448
1981,2006,2096,39153144
1989,2003,2089,39154840
1983,2010,2097,39156536
1980,2007,2090,39158232
1983,2000,2089,39159928
1985,2007,2092,39161624
1983,2004,2092,39163320
1983,2004,2090,39165017
1983,2007,2093,39166746
1984,2004,2091,39168442
1983,2014,2093,39170138
1983,2006,2090,39171835
1983,2008,2092,39173531
1983,2006,2091,39175227
1983,2006,2093,39176923
1989,2003,2090,39178619
1983,2013,2100,39180315
1983,2004,2091,39197257
1983,2007,2091,39198954
1984,2006,2092,39200650
1981,2006,2091,39202346
1983,2009,2091,39204042
1986,2006,2091,39205759
1984,2009,2093,39207455
1985,2006,2091,39209151
1982,2009,2093,39210847
1983,2006,2091,39212544
1983,2006,2091,39214240
1983,2007,2091,39215936
1983,2005,2092,39217632
1983,2007,2091,39219328
1983,2005,2091,39221024
1983,2007,2091,39222720
1983,2007,2092,39224416
1983,2005,2091,39226145
1972,2006,2093,39243106
1985,2007,2091,39244804
1985,2006,2093,39246518
1983,2007,2091,39248215
1983,2006,2092,39249911
1984,2006,2091,39251607
1980,2005,2092,39253303
1984,2007,2092,39254999
1986,2007,2091,39256695
1985,2007,2091,39258391
1982,2003,2092,39260087
1983,2006,2091,39261784
1983,2005,2091,39263480
1984,2006,2091,39265197
1983,2006,2091,39266893
1985,2006,2090,39268588
1982,2006,2090,39270284
1985,2006,2090,39271981
1984,2005,2087,39288939
1985,2006,2092,39290637
1986,2006,2091,39292333
1983,2006,2091,39294029
1984,2003,2088,39295725
1983,2008,2091,39297422
1984,2006,2096,39299118
1983,2007,2094,39300814
1983,2007,2091,39302510
1983,2006,2090,39304206
1980,2005,2090,39305921
1982,2007,2092,39307617
1985,2007,2091,39309313
1986,2007,2088,39311010
1983,2007,2091,39312706
1984,2007,2091,39314402
1983,2007,2091,39316098
1984,2004,2091,39317794
1988,2000,2091,39334751
1984,2007,2092,39336448
1986,2006,2093,39338144
1983,2007,2091,39339841
1985,2004,2094,39341537
1981,2005,2091,39343233
1983,2005,2091,39344959
1985,2005,2091,39346655
1983,2005,2091,39348352
1985,2006,2089,39350048
1976,2006,2092,39351744
1983,2006,2092,39353441
1982,2005,2091,39355137
1986,2005,2091,39356833
1983,2009,2092,39358529
1985,2005,2090,39360225
1983,2003,2089,39361921
1981,2006,2089,39363617
1983,2005,2090,39365334
1983,2006,2089,39382294
1982,2007,2090,39384011
1984,2006,2091,39385707
1982,2007,2089,39387404
1985,2005,2095,39389100
1985,2007,2090,39390796
1983,2005,2093,39392492
1983,2005,2091,39394188
1983,2007,2092,39395884
1983,2007,2089,39397580
1990,2005,2091,39399276
1977,2006,2091,39400973
1984,2007,2091,39402669
1982,2007,2091,39404387
1980,2006,2090,39406084
1983,2006,2091,39407780
1983,2004,2090,39409476
1983,2006,2091,39411172
1983,2005,2091,39428131
1987,2005,2091,39429829
1983,2006,2090,39431526
1983,2009,2091,39433222
1983,2005,2091,39434918
1997,2010,2091,39436615
1983,2006,2091,39438311
1981,2009,2091,39440007
1983,2006,2091,39441703
1984,2004,2089,39443418
1984,2005,2083,39445113
1986,2006,2092,39446809
1983,2006,2091,39448505
1989,2007,2092,39450201
1983,2006,2089,39451897
1987,2006,2089,39453593
1981,2006,2089,39455290
1986,2005,2091,39456986
1980,2007,2091,39473943
1984,2004,2092,39475640
1982,2007,2091,39477336
1985,2006,2092,39479032
1979,2010,2093,39480728
1982,2005,2090,39482424
1983,2004,2090,39484154
1983,2006,2092,39485850
1985,2005,2090,39487546
1983,2008,2091,39489243
1984,2005,2091,39490939
1985,2006,2090,39492635
1983,2006,2091,39494332
1983,2006,2091,39496028
1983,2008,2091,39497724
1983,2004,2091,39499420
1983,2003,2094,39501117
1975,2005,2086,39502813
1982,2006,2091,39504528
1986,2006,2090,39521450
1983,2005,2090,39523169
1982,2006,2088,39524865
1983,2007,2093,39526561
1983,2004,2088,39528256
1978,2006,2090,39529953
1986,2003,2088,39531649
1985,2007,2092,39533345
1983,2007,2091,39535041
1985,2005,2092,39536737
1985,2007,2091,39538433
1982,2007,2091,39540129
1983,2007,2091,39541825
1983,2005,2104,39543543
1981,2005,2090,39545239
1984,2007,2090,39546935
1983,2006,2092,39548631
1981,2006,2090,39550327
1985,2006,2090,39567285
2002,2005,2091,39568983
1980,2006,2086,39570679
1983,2006,2093,39572376
1985,2005,2091,39574072
1985,2006,2096,39575768
1984,2007,2094,39577464
1984,2007,2092,39579160
1985,2005,2087,39580856
1983,2006,2090,39582572
1983,2006,2091,39584268
1982,2002,2093,39585964
1982,2007,2091,39587660
1982,2006,2091,39589356
1983,2004,2093,39591052
1985,2005,2091,39592747
1985,2007,2091,39594443
1984,2006,2091,39596140
1985,2005,2091,39613098
1984,2008,2091,39614796
1992,2006,2091,39616492
1987,2007,2092,39618188
1980,2006,2092,39619884
1983,2006,2091,39621581
1983,2007,2093,39623298
1983,2007,2091,39624994
1990,2004,2091,39626690
1981,2005,2091,39628386
1983,2004,2091,39630082
1983,2005,2089,39631779
1983,2006,2085,39633475
1983,2005,2090,39635171
1983,2006,2092,39636867
1983,2005,2090,39638563
1983,2005,2085,39640259
1985,2005,2090,39641975
1986,2009,2091,39658934
1985,2005,2093,39660632
1987,2006,2092,39662353
1983,2005,2090,39664050
1984,2004,2089,39665746
1983,2007,2087,39667442
1984,2006,2089,39669138
1995,2012,2092,39670835
1989,2004,2093,39672531
1986,2010,2093,39674227
1983,2002,2093,39675923
1994,2007,2089,39677619
1983,2003,2091,39679315
1984,2006,2091,39681012
1983,2006,2093,39682728
1978,2006,2092,39684425
1984,2008,2090,39686121
1983,2006,2091,39687817
1991,1999,2093,39689513
1983,2006,2090,39706472
1984,2006,2092,39708170
1987,2006,2091,39709867
1985,2006,2092,39711563
1979,2006,2090,39713259
1981,2007,2092,39714955
1983,2006,2091,39716651
1983,2005,2092,39718347
1986,2006,2091,39720043
1984,2006,2090,39721771
1983,1998,2088,39723466
1983,2006,2088,39725163
1987,2008,2090,39726859
1983,2006,2091,39728555
1983,2006,2089,39730251
1985,2005,2091,39731947
1985,2007,2090,39733643
1970,2007,2089,39735339
1986,2006,2093,39752297
1983,2006,2091,39753995
1988,2015,2091,39755691
1983,2003,2092,39757387
1984,2006,2090,39759083
1986,2005,2085,39760779
1984,2007,2091,39762493
1985,2006,2091,39764189
1985,2007,2091,39765885
1983,2005,2092,39767582
1983,2005,2093,39769278
1985,2005,2090,39770974
1984,2009,2091,39772671
1980,2005,2091,39774367
1996,2005,2091,39776063
1985,2005,2091,39777759
1982,2006,2092,39779455
1985,2006,2092,39781184
1983,2005,2089,39798144
1986,2006,2092,39799841
1984,2005,2091,39801558
1981,2006,2091,39803254
1984,2006,2088,39804950
1983,2006,2092,39806647
1985,2008,2091,39808343
1983,2006,2088,39810039
1982,2003,2091,39811735
1985,2006,2091,39813431
1983,2007,2092,39815127
1985,2010,2090,39816823
1984,2005,2090,39818519
1983,2007,2091,39820215
1983,2006,2091,39821929
1983,2001,2090,39823625
1985,2005,2091,39825321
1983,2004,2093,39827017
1983,2004,2091,39828714
1988,2005,2090,39845633
1986,2005,2090,39847330
1984,2007,2090,39849026
1986,2007,2092,39850722
1983,2005,2090,39852418
1984,2005,2092,39854113
1984,2006,2089,39855809
1981,2007,2091,39857505
1983,1995,2091,39859201
1983,2005,2092,39860930
1983,2005,2091,39862626
1983,2005,2091,39864322
1984,2008,2093,39866018
1983,2005,2092,39867714
1985,2005,2093,39869410
1987,2005,2091,39871106
1981,2006,2091,39872803
1983,2011,2092,39874499
1984,2004,2091,39891457
1983,2006,2085,39893155
1983,2005,2092,39894851
1981,2007,2089,39896548
1983,2005,2089,39898244
1984,2005,2091,39899960
1983,2007,2091,39901656
1986,2008,2082,39903353
1985,2006,2092,39905049
1983,2004,2091,39906745
1983,2005,2091,39908441
1983,2007,2090,39910137
1983,2007,2091,39911833
1983,2006,2091,39913530
1986,2009,2092,39915226
1983,2007,2091,39916922
1986,2005,2091,39918617
1986,1996,2093,39920345
1984,2006,2091,39937305
1983,2007,2085,39939003
1986,2006,2091,39940720
1983,2006,2091,39942416
1984,2004,2090,39944112
1986,2006,2090,39945808
1983,2006,2092,39947504
1983,2005,2091,39949200
1985,2004,2090,39950896
1983,2011,2094,39952593
1983,2005,2095,39954289
1985,2007,2090,39955985
1983,2005,2091,39957681
1983,1995,2091,39959397
1971,2006,2090,39961093
1983,2005,2090,39962789
1985,2006,2091,39964486
1983,2004,2091,39966182
1983,2006,2092,39983139
1985,1997,2090,39984836
1983,2006,2091,39986532
1983,2007,2090,39988228
1984,2004,2083,39989924
1986,2002,2095,39991620
1984,2007,2092,39993316
1985,2006,2092,39995013
1985,2005,2089,39996709
1988,2006,2091,39998405
1983,2007,2094,40000131
1986,2005,2090,40001827
1984,2006,2091,40003523
1982,2004,2090,40005220
1985,2005,2091,40006916
1983,2006,2090,40008612
1983,2006,2093,40010308
1983,2005,2091,40012004
1983,2005,2091,40013700
1983,2005,2092,40030680
1983,2005,2091,40032378
1984,2007,2091,40034074
1982,2007,2099,40035770
1983,2004,2089,40037466
1987,2006,2093,40039195
1981,2007,2093,40040891
1984,2005,2090,40042587
1987,2006,2092,40044283
1981,2006,2091,40045979
1983,2005,2092,40047675
1984,2007,2093,40049371
1983,2004,2090,40051067
1984,2006,2090,40052763
1983,2005,2097,40054460
1982,2005,2091,40056156
1983,2005,2096,40057852
1983,2005,2090,40059581
1985,2010,2090,40076542
1984,2007,2090,40078240
1983,2007,2091,40079953
1983,2006,2094,40081649
1984,2002,2087,40083346
1984,2007,2090,40085042
1983,2007,2091,40086738
1985,2006,2091,40088434
1983,2007,2088,40090130
1981,2005,2092,40091826
1981,2006,2089,40093522
1982,2003,2087,40095218
1983,2005,2086,40096915
1983,2006,2093,40098642
1984,2006,2091,40100338
1983,2005,2090,40102035
1981,2005,2091,40103731
1984,2006,2090,40105427
1985,2007,2091,40122385
1983,2006,2092,40124083
1983,2006,2091,40125779
1983,2006,2090,40127475
1983,2007,2092,40129171
1983,2005,2093,40130867
1983,2006,2090,40132563
1986,2008,2093,40134259
1983,2008,2088,40135956
1980,2006,2092,40137652
1984,2009,2094,40139365
1983,2007,2093,40141061
1983,2005,2089,40142758
1983,2006,2092,40144454
1983,2006,2094,40146150
1984,2007,2092,40147846
1983,2006,2092,40149542
1983,2007,2092,40151238
1983,2010,2091,40152935
1983,2003,2089,40169877
1985,2008,2092,40171575
1983,2007,2092,40173271
1982,2007,2090,40174968
1984,2005,2090,40176664
1986,2007,2092,40178391
1984,2009,2093,40180087
1987,2005,2091,40181783
1987,2013,2090,40183479
1982,2007,2092,40185175
1983,2007,2087,40186871
1983,2006,2092,40188567
1983,2005,2094,40190263
1983,2007,2091,40191959
1985,2006,2091,40193656
1983,2007,2091,40195352
1983,2006,2091,40197048
1985,2005,2091,40198766
1985,2005,2091,40215726
1983,2005,2090,40217443
1983,2007,2091,40219139
1979,2005,2092,40220835
1984,1999,2089,40222531
1985,2009,2092,40224227
1983,2009,2091,40225924
1984,2001,2092,40227620
1986,2007,2092,40229316
1981,2007,2091,40231012
1984,2004,2089,40232708
1995,2008,2092,40234404
1983,2006,2091,40236100
1980,2004,2092,40237829
1983,2006,2090,40239525
1985,2003,2089,40241221
1983,2004,2090,40242916
1983,2005,2091,40244612
1983,2000,2091,40261570
1983,2008,2091,40263268
1985,2007,2092,40264964
1987,2004,2097,40266661
1983,2007,2093,40268357
1984,2005,2092,40270053
1983,2006,2092,40271750
1983,2006,2093,40273446
1984,2005,2091,40275142
1986,2006,2092,40276858
1983,2004,2091,40278554
1983,2006,2092,40280250
1972,2006,2091,40281946
1984,2004,2092,40283642
1985,2005,2090,40285338
1985,2007,2090,40287035
1989,2004,2091,40288731
1982,2006,2091,40290427
1987,2005,2092,40307384
1983,2007,2091,40309081
1983,2005,2089,40310777
1983,2006,2094,40312474
1983,2003,2089,40314170
1985,2006,2091,40315866
1987,2014,2095,40317594
1981,2007,2086,40319291
1985,2006,2091,40320987
1983,2006,2091,40322683
1983,2005,2091,40324379
1984,2006,2091,40326075
1983,2007,2090,40327771
1983,2006,2091,40329467
1983,2004,2090,40331163
1983,2006,2091,40332859
1983,2006,2091,40334556
1984,2001,2093,40336271
1983,2007,2089,40337966
1980,2009,2091,40354927
1983,2008,2091,40356655
1983,2005,2093,40358351
1985,2005,2093,40360047
1983,2007,2096,40361744
1984,2007,2091,40363440
1984,2008,2094,40365136
1980,2005,2092,40366832
1983,2003,2080,40368528
1980,2005,2092,40370224
1983,2007,2094,40371920
1982,2005,2092,40373615
1983,2007,2093,40375311
1985,2005,2092,40377040
1983,2007,2092,40378737
1979,2006,2091,40380433
1981,2005,2091,40382129
1983,2006,2086,40383825
1979,2006,2090,40400783
1979,2007,2096,40402480
1991,2004,2092,40404176
1985,2005,2092,40405872
1984,2006,2091,40407569
1983,2007,2091,40409265
1981,2006,2091,40410961
1983,2006,2092,40412657
1986,2006,2091,40414353
1985,2011,2096,40416069
1978,2007,2092,40417765
1983,2008,2092,40419461
1983,2006,2091,40421158
1983,2006,2091,40422854
1983,2004,2090,40424550
1983,2005,2092,40426246
1983,2004,2091,40427942
1983,2004,2091,40429638
1983,2006,2091,40446595
1984,2005,2092,40448293
1983,2007,2091,40449990
1980,2006,2093,40451686
1985,2003,2088,40453382
1978,2007,2092,40455078
1983,2008,2090,40456794
1986,2006,2092,40458490
1983,2006,2087,40460186
1985,2007,2091,40461883
1983,2007,2096,40463579
1982,2005,2090,40465275
1986,2006,2091,40466971
1984,2001,2089,40468668
1983,2004,2091,40470364
1983,2007,2092,40472060
1982,2006,2089,40473757
1983,2005,2091,40475474
1983,2006,2090,40477170
1983,2006,2094,40494091
1988,2006,2093,40495819
1983,2007,2091,40497515
1985,2005,2088,40499212
1983,2007,2092,40500908
1983,2004,2092,40502604
1983,2006,2100,40504300
1983,2006,2090,40505996
1987,2006,2091,40507692
1983,2007,2091,40509389
1986,2005,2089,40511085
1983,2005,2092,40512781
1983,2005,2090,40514478
1983,2004,2087,40516194
1983,2004,2090,40517890
1986,2007,2091,40519586
1983,2005,2090,40521283
1983,2005,2089,40522979
1982,1999,2091,40539937
1983,2005,2091,40541635
1983,2007,2091,40543331
1982,2007,2092,40545028
1986,2003,2088,40546724
1982,2007,2091,40548420
1983,2005,2094,40550116
1983,2007,2089,40551812
1983,2007,2089,40553508
1981,2006,2088,40555226
1983,2007,2082,40556922
1985,2007,2090,40558618
1983,2006,2088,40560314
1984,2006,2090,40562010
1983,2006,2091,40563706
1983,1994,2091,40565403
1983,2005,2090,40567099
1983,2009,2091,40568794
1985,2006,2091,40585752
1983,2008,2090,40587450
1983,2006,2091,40589146
1979,2006,2091,40590842
1983,2003,2087,40592539
1982,2007,2091,40594255
1984,2005,2091,40595950
1983,2006,2090,40597647
1985,2007,2092,40599343
1983,2007,2091,40601039
1983,2007,2092,40602735
1986,2007,2090,40604431
1983,2006,2090,40606127
1983,2005,2091,40607823
1983,2006,2091,40609519
1984,2006,2091,40611216
1984,2007,2091,40612912
1982,2006,2091,40614640
1983,2003,2094,40631601
1983,2007,2090,40633298
1984,2006,2091,40635028
1983,2005,2090,40636724
1983,2006,2092,40638420
1983,2007,2093,40640116
1981,2007,2091,40641812
1986,2008,2089,40643508
1981,2007,2091,40645205
1989,2004,2090,40646901
1983,2006,2091,40648597
1981,2005,2092,40650293
1983,2006,2091,40651989
1982,2007,2093,40653685
1984,2002,2090,40655399
1982,2006,2089,40657095
1983,2001,2089,40658791
1983,2002,2091,40660487
1984,2004,2090,40662183
1983,2010,2091,40720826
1984,2007,2094,40722524
1984,2009,2095,40724220
1981,2009,2092,40725916
1985,2007,2092,40727612
1983,2008,2092,40729308
1988,2006,2091,40731004
1983,2007,2088,40732701
1985,2006,2088,40734418
1983,2006,2092,40736114
1983,2007,2092,40737810
1985,2008,2093,40739506
1987,2006,2092,40741202
1984,2007,2092,40742898
1983,2007,2091,40744595
1983,2006,2097,40746291
1983,2006,2091,40747987
1982,2005,2091,40749683
1985,2006,2091,40766662
1983,2006,2091,40768360
1987,2006,2091,40770057
1980,2003,2089,40771753
1981,2004,2090,40773469
1985,2007,2093,40775165
1984,2007,2091,40776861
1985,2006,2099,40778557
1983,2007,2091,40780254
1986,2007,2089,40781950
1983,2008,2092,40783646
1983,2004,2092,40785342
1984,2007,2091,40787038
1986,2007,2092,40788734
1977,2006,2091,40790430
1983,2005,2091,40792126
1983,2006,2091,40793845
1984,2006,2093,40795541
1983,2006,2091,40812502
1984,2007,2093,40814221
1981,2006,2091,40815917
1983,2006,2092,40817613
1985,2004,2088,40819309
1983,2011,2092,40821006
1983,2010,2092,40822702
1985,2007,2090,40824398
1983,2007,2092,40826094
1983,2003,2093,40827790
1984,2007,2094,40829485
1984,2008,2093,40831181
1985,2006,2094,40832897
1983,2005,2091,40834593
1983,2006,2091,40836289
1985,2005,2091,40837985
1983,2006,2091,40839681
1984,2006,2092,40841377
1985,2007,2091,40843074
1987,2006,2091,40859993
1984,2006,2091,40861690
1983,2008,2089,40863386
1983,2006,2092,40865082
1983,2005,2092,40866779
1985,2006,2089,40868475
1984,2009,2092,40870171
1989,2004,2095,40871868
1983,2006,2093,40873586
1983,2017,2093,40875282
1982,2005,2092,40876978
1983,2004,2093,40878674
1984,2006,2091,40880371
1973,2005,2107,40882067
1983,2005,2091,40883763
1983,2006,2092,40885459
1983,2006,2091,40887155
1984,2006,2091,40888851
1988,2007,2095,40905830
1983,2005,2090,40907528
1983,2007,2089,40909224
1982,2005,2094,40910921
1983,2001,2087,40912650
1987,2001,2091,40914347
1984,2007,2092,40916043
1983,2006,2093,40917739
1982,2007,2092,40919435
1980,2006,2092,40921131
1983,2004,2091,40922827
1983,2005,2092,40924524
1979,2006,2093,40926220
1983,2006,2089,40927916
1983,2005,2093,40929612
1988,2007,2091,40931308
1982,2006,2089,40933024
1982,2004,2092,40934720
1983,2005,2088,40951681
1984,2004,2091,40953395
1983,2006,2088,40955091
1980,2007,2091,40956787
1983,2004,2088,40958482
1980,2006,2092,40960178
1983,2004,2084,40961874
1983,2007,2091,40963570
1983,2000,2091,40965267
1986,2004,2089,40966963
1983,2008,2093,40968659
1984,2005,2092,40970355
1983,2004,2090,40972083
1984,2006,2087,40973779
1982,2005,2088,40975475
1983,2006,2089,40977171
1981,2005,2090,40978867
1983,2006,2091,40980563
1986,2006,2090,40997520
1983,2007,2091,40999217
1995,2006,2092,41000913
1981,2005,2089,41002609
1982,2003,2088,41004306
1982,2005,2090,41006002
1983,2002,2088,41007698
1981,2006,2093,41009394
1983,2006,2091,41011090
1989,2006,2092,41012803
1987,2010,2097,41014499
1983,2007,2090,41016195
1982,1995,2092,41017891
1983,2015,2090,41019587
1983,2009,2093,41021283
1983,2005,2091,41022979
1982,2004,2091,41024674
1995,2007,2093,41026370
1983,2006,2089,41028066
1983,2005,2087,41045047
1984,2005,2093,41046744
1983,2004,2091,41048440
1977,2005,2092,41050136
1983,2001,2087,41051855
1983,1998,2090,41053552
1983,2009,2089,41055248
1983,2007,2089,41056944
1983,2009,2092,41058640
1983,2004,2091,41060336
1984,2004,2093,41062032
1983,2006,2091,41063728
1985,2006,2091,41065424
1982,2006,2089,41067121
1979,2003,2091,41068817
1983,2005,2090,41070513
1981,2007,2092,41072227
1983,2007,2090,41073924
1983,2006,2092,41090902
1983,2006,2091,41092600
1983,2005,2092,41094297
1982,2006,2092,41095993
1983,2003,2080,41097689
1985,2007,2092,41099386
1982,2006,2092,41101082
1982,2005,2092,41102778
1985,2006,2092,41104474
1984,2004,2089,41106170
1982,2006,2090,41107866
1983,2010,2094,41109562
1983,2005,2092,41111291
1983,2008,2092,41112988
1983,2006,2091,41114684
1983,2007,2094,41116380
1983,2006,2090,41118077
1987,2008,2093,41119773
1984,2006,2091,41136731
1982,2007,2092,41138429
1986,2006,2092,41140125
1985,2008,2091,41141821
1983,2004,2091,41143517
1981,2006,2092,41145213
1984,1999,2088,41146909
1982,2007,2092,41148606
1983,2003,2091,41150322
1987,2006,2090,41152019
1985,2007,2091,41153714
1984,2006,2091,41155410
1982,2005,2087,41157106
1983,2005,2090,41158802
1983,2007,2091,41160499
1985,2008,2086,41162195
1984,2006,2090,41163891
1983,2002,2093,41165587
1983,2006,2090,41167283
1983,2005,2091,41184223
1985,2006,2091,41185921
1983,2001,2091,41187617
1985,2002,2087,41189313
1991,2008,2093,41191030
1986,2005,2090,41192726
1983,2007,2091,41194422
1982,2008,2093,41196118
1985,2003,2087,41197814
1985,2006,2092,41199510
1983,2008,2092,41201206
1972,2006,2092,41202902
1983,2009,2091,41204599
1981,2006,2092,41206295
1983,2006,2091,41207991
1983,2006,2090,41209708
1983,2006,2090,41211404
1984,2008,2090,41213100
1988,2005,2089,41230079
1983,2007,2090,41231776
1983,2006,2091,41233472
1982,2006,2093,41235168
1983,2005,2089,41236864
1983,2005,2090,41238560
1986,2006,2096,41240257
1984,2008,2091,41241953
1978,2006,2092,41243649
1988,2006,2089,41245345
1985,2008,2092,41247042
1981,2007,2086,41248738
1982,2005,2092,41250466
1983,2006,2089,41252162
1983,2005,2091,41253858
1983,2009,2090,41255554
1984,2006,2091,41257250
1983,2007,2091,41258947
1983,2005,2091,41275905
1984,2005,2091,41277603
1983,2006,2090,41279299
1979,2007,2094,41280995
1985,2003,2089,41282691
1983,2009,2084,41284386
1983,2006,2090,41286082
1985,2007,2091,41287779
1983,2002,2087,41289506
1982,2010,2096,41291202
1982,2006,2090,41292898
1983,2006,2090,41294594
1984,2008,2091,41296291
1988,2007,2092,41297987
1984,2004,2088,41299683
1982,2006,2092,41301379
1984,2006,2090,41303075
1983,2007,2090,41304771
1985,2006,2090,41321752
1982,2008,2090,41323450
1983,2000,2090,41325146
1979,2007,2090,41326843
1985,2004,2093,41328539
1983,2007,2091,41330252
1983,2007,2091,41331948
1983,2007,2092,41333644
1985,2006,2094,41335340
1983,2009,2092,41337036
1984,2004,2090,41338732
1983,2008,2092,41340429
1983,2006,2090,41342125
1983,2009,2091,41343821
1985,2007,2088,41345517
1981,2007,2089,41347213
1982,2002,2092,41348929
1982,2008,2090,41350625
1984,2006,2089,41352321
1985,2006,2090,41369301
1983,2006,2091,41370999
1983,2005,2090,41372696
1983,2006,2092,41374392
1983,2006,2091,41376088
1986,2007,2093,41377784
1985,2006,2089,41379480
1984,2006,2091,41381176
1982,2007,2091,41382872
1985,2007,2107,41384568
1981,2007,2091,41386265
1984,2007,2089,41387961
1982,2005,2091,41389678
1983,2003,2091,41391374
1983,2009,2089,41393070
1983,2003,2092,41394766
1982,2007,2090,41396463
1982,2005,2090,41398159
1984,2006,2089,41415116
1984,2007,2090,41416813
1984,2006,2089,41418509
1974,2006,2091,41420205
1985,2002,2089,41421901
1986,2007,2091,41423597
1983,2007,2091,41425294
1982,2004,2090,41426990
1984,2012,2091,41428719
1985,2008,2090,41430415
1983,2007,2091,41432111
1983,2007,2089,41433807
1983,2006,2092,41435503
1983,2006,2091,41437199
1983,2006,2091,41438895
1984,2001,2089,41440591
1983,2005,2091,41442287
1983,2007,2089,41443984
1984,2005,2090,41460965
1983,2006,2091,41462662
1986,2002,2090,41464358
1980,2007,2090,41466054
1985,2005,2090,41467771
1983,2005,2088,41469467
1984,2006,2091,41471163
1983,2007,2087,41472859
1984,2005,2089,41474555
1983,2006,2089,41476251
1984,2007,2091,41477948
1982,2006,2097,41479643
1984,2006,2091,41481339
1983,2006,2091,41483035
1985,2005,2091,41484731
1981,2006,2091,41486427
1982,2008,2087,41488154
1987,2006,2089,41489851
1983,2002,2089,41491548
1983,2006,2091,41508490
1984,2007,2094,41510188
1984,2007,2090,41511884
1983,2003,2091,41513581
1984,2005,2089,41515277
1983,2006,2091,41516973
1983,2002,2089,41518670
1985,2008,2092,41520366
1983,2006,2090,41522062
1984,2006,2091,41523758
1980,2005,2091,41525454
1983,2004,2092,41527170
1983,2005,2092,41528867
1987,2006,2090,41530563
1983,2005,2090,41532259
1983,2011,2089,41533955
1983,2006,2097,41535651
1983,2007,2089,41537347
1980,2006,2091,41554304
1985,2008,2091,41556001
1984,2006,2092,41557697
1980,2007,2091,41559394
1984,2002,2089,41561090
1985,2005,2092,41562786
1981,2007,2092,41564482
1987,2006,2091,41566178
1987,2006,2091,41567907
1986,2008,2092,41569603
1983,2007,2091,41571300
1993,2005,2088,41572996
1984,2006,2091,41574692
1984,2006,2091,41576389
1983,2007,2092,41578085
1983,2006,2087,41579781
1982,2007,2092,41581477
1982,2006,2090,41583173
1985,2005,2089,41600152
1983,2005,2090,41601850
1983,2005,2091,41603546
1985,2006,2091,41605242
1985,2006,2090,41606958
1988,2009,2092,41608653
1985,2007,2090,41610349
1980,2009,2091,41612045
1981,2007,2091,41613742
1984,2004,2091,41615438
1983,2007,2091,41617134
1984,2005,2091,41618830
1984,2006,2089,41620526
1982,2007,2091,41622222
1983,2006,2090,41623918
1984,2005,2093,41625614
1985,2006,2089,41627344
1984,2006,2092,41629040
1986,2004,2090,41646000
1984,2007,2090,41647715
1984,2009,2091,41649411
1988,2007,2092,41651108
1984,2006,2091,41652804
1983,2010,2089,41654500
1987,2007,2089,41656196
1983,2008,2091,41657892
1984,2005,2087,41659588
1983,2007,2093,41661285
1984,2007,2091,41662981
1986,2005,2088,41664677
1987,2007,2091,41666395
1984,2006,2090,41668091
1983,2006,2089,41669788
1983,2005,2092,41671484
1983,2005,2090,41673180
1985,2005,2092,41674875
1983,2006,2093,41676571
1985,2006,2090,41693529
1984,2007,2090,41695227
1985,2007,2091,41696923
1980,2010,2093,41698619
1983,2007,2087,41700315
1983,2007,2093,41702011
1983,2008,2092,41703707
1982,2006,2091,41705403
1983,2007,2090,41707120
1983,2004,2091,41708816
1985,2004,2089,41710513
1983,2007,2091,41712209
1983,2007,2090,41713905
1983,2006,2092,41715601
1983,2005,2090,41717297
1983,2006,2092,41718993
1983,2005,2091,41720690
1983,2005,2091,41722386
1985,2006,2090,41739365
1983,2007,2091,41741063
1983,2005,2091,41742759
1986,2004,2090,41744455
1983,2008,2092,41746181
1985,2008,2092,41747877
1983,2007,2089,41749574
1983,2006,2091,41751270
1984,2006,2092,41752966
1983,2008,2091,41754662
1985,2004,2088,41756359
1985,2005,2091,41758055
